Categoria: Todas as categorias

Semana,dengue: (Rio Grande do Norte),sintomas dengue: (Rio Grande do Norte)
2022-07-24,39,11
2022-07-31,34,10
2022-08-07,27,10
2022-08-14,28,7
2022-08-21,21,7
2022-08-28,18,5
2022-09-04,15,4
2022-09-11,11,3
2022-09-18,13,4
2022-09-25,7,2
2022-10-02,10,2
2022-10-09,8,3
2022-10-16,7,2
2022-10-23,6,0
2022-10-30,8,2
2022-11-06,8,0
2022-11-13,7,2
2022-11-20,8,0
2022-11-27,7,0
2022-12-04,7,0
2022-12-11,6,0
2022-12-18,4,0
2022-12-25,5,0
2023-01-01,5,0
2023-01-08,5,0
2023-01-15,5,0
2023-01-22,5,0
2023-01-29,6,0
2023-02-05,6,0
2023-02-12,6,0
2023-02-19,6,0
2023-02-26,9,0
2023-03-05,10,2
2023-03-12,10,3
2023-03-19,14,4
2023-03-26,20,6
2023-04-02,19,6
2023-04-09,18,6
2023-04-16,23,8
2023-04-23,20,6
2023-04-30,15,4
2023-05-07,13,3
2023-05-14,13,3
2023-05-21,11,4
2023-05-28,10,2
2023-06-04,8,2
2023-06-11,9,0
2023-06-18,11,2
2023-06-25,10,0
2023-07-02,13,2
2023-07-09,10,0
2023-07-16,10,0
2023-07-23,6,0
2023-07-30,6,0
2023-08-06,6,0
2023-08-13,6,0
2023-08-20,5,0
2023-08-27,7,0
2023-09-03,7,0
2023-09-10,6,0
2023-09-17,5,0
2023-09-24,7,0
2023-10-01,5,3
2023-10-08,5,0
2023-10-15,7,0
2023-10-22,7,2
2023-10-29,0,0
2023-11-05,7,0
2023-11-12,6,0
2023-11-19,5,0
2023-11-26,7,0
2023-12-03,5,0
2023-12-10,7,0
2023-12-17,9,0
2023-12-24,7,0
2023-12-31,7,0
2024-01-07,9,3
2024-01-14,11,2
2024-01-21,13,2
2024-01-28,20,5
2024-02-04,33,9
2024-02-11,54,15
2024-02-18,86,21
2024-02-25,90,21
2024-03-03,98,24
2024-03-10,86,19
2024-03-17,92,19
2024-03-24,61,14
2024-03-31,73,16
2024-04-07,69,14
2024-04-14,67,15
2024-04-21,62,15
2024-04-28,44,9
2024-05-05,30,7
2024-05-12,28,6
2024-05-19,25,5
2024-05-26,20,5
2024-06-02,18,3
2024-06-09,19,4
2024-06-16,16,4
2024-06-23,13,3
2024-06-30,14,3
2024-07-07,11,3
2024-07-14,15,0
2024-07-21,12,3
2024-07-28,9,0
2024-08-04,9,0
2024-08-11,9,0
2024-08-18,9,3
2024-08-25,7,0
2024-09-01,8,0
2024-09-08,8,3
2024-09-15,7,3
2024-09-22,6,0
2024-09-29,6,0
2024-10-06,6,0
2024-10-13,7,0
2024-10-20,7,0
2024-10-27,5,0
2024-11-03,6,0
2024-11-10,6,0
2024-11-17,5,0
2024-11-24,8,0
2024-12-01,5,0
2024-12-08,7,0
