Categoria: Todas as categorias

Semana,dengue: (Amazonas),sintomas dengue: (Amazonas)
2021-05-23,18,6
2021-05-30,14,0
2021-06-06,13,0
2021-06-13,16,5
2021-06-20,14,0
2021-06-27,11,0
2021-07-04,13,0
2021-07-11,12,0
2021-07-18,10,0
2021-07-25,7,0
2021-08-01,10,0
2021-08-08,10,0
2021-08-15,12,0
2021-08-22,9,0
2021-08-29,8,0
2021-09-05,0,0
2021-09-12,8,0
2021-09-19,10,0
2021-09-26,8,0
2021-10-03,0,0
2021-10-10,6,0
2021-10-17,8,0
2021-10-24,6,0
2021-10-31,7,0
2021-11-07,0,0
2021-11-14,8,0
2021-11-21,7,0
2021-11-28,7,0
2021-12-05,7,0
2021-12-12,9,0
2021-12-19,7,0
2021-12-26,0,0
2022-01-02,8,0
2022-01-09,7,0
2022-01-16,9,0
2022-01-23,8,0
2022-01-30,8,0
2022-02-06,5,0
2022-02-13,11,0
2022-02-20,12,6
2022-02-27,12,0
2022-03-06,10,0
2022-03-13,13,0
2022-03-20,18,4
2022-03-27,14,0
2022-04-03,13,0
2022-04-10,15,3
2022-04-17,15,5
2022-04-24,15,0
2022-05-01,17,5
2022-05-08,14,0
2022-05-15,16,4
2022-05-22,19,0
2022-05-29,18,0
2022-06-05,16,0
2022-06-12,16,4
2022-06-19,12,0
2022-06-26,9,0
2022-07-03,8,0
2022-07-10,7,0
2022-07-17,11,4
2022-07-24,10,0
2022-07-31,10,0
2022-08-07,9,0
2022-08-14,11,0
2022-08-21,10,0
2022-08-28,7,0
2022-09-04,6,0
2022-09-11,6,0
2022-09-18,8,0
2022-09-25,7,0
2022-10-02,5,0
2022-10-09,8,0
2022-10-16,11,4
2022-10-23,9,0
2022-10-30,8,0
2022-11-06,13,0
2022-11-13,6,0
2022-11-20,11,0
2022-11-27,13,0
2022-12-04,8,0
2022-12-11,10,0
2022-12-18,10,0
2022-12-25,10,0
2023-01-01,12,4
2023-01-08,6,0
2023-01-15,10,0
2023-01-22,8,0
2023-01-29,10,0
2023-02-05,12,0
2023-02-12,16,6
2023-02-19,16,5
2023-02-26,17,5
2023-03-05,16,3
2023-03-12,15,6
2023-03-19,17,4
2023-03-26,18,0
2023-04-02,15,7
2023-04-09,17,0
2023-04-16,16,5
2023-04-23,14,4
2023-04-30,14,4
2023-05-07,17,5
2023-05-14,18,5
2023-05-21,14,0
2023-05-28,12,0
2023-06-04,10,0
2023-06-11,11,0
2023-06-18,12,0
2023-06-25,12,5
2023-07-02,14,0
2023-07-09,10,0
2023-07-16,9,0
2023-07-23,9,0
2023-07-30,8,0
2023-08-06,12,4
2023-08-13,9,0
2023-08-20,5,0
2023-08-27,6,0
2023-09-03,0,0
2023-09-10,6,0
2023-09-17,10,5
2023-09-24,8,0
2023-10-01,8,0
2023-10-08,7,0
2023-10-15,6,0
2023-10-22,5,4
2023-10-29,0,0
2023-11-05,10,0
2023-11-12,10,0
2023-11-19,10,0
2023-11-26,9,0
2023-12-03,13,0
2023-12-10,18,4
2023-12-17,28,11
2023-12-24,51,16
2023-12-31,89,28
2024-01-07,82,21
2024-01-14,90,26
2024-01-21,85,20
2024-01-28,68,17
2024-02-04,73,21
2024-02-11,75,21
2024-02-18,100,21
2024-02-25,92,22
2024-03-03,78,16
2024-03-10,66,14
2024-03-17,61,15
2024-03-24,46,10
2024-03-31,49,10
2024-04-07,35,9
2024-04-14,46,8
2024-04-21,38,9
2024-04-28,26,5
2024-05-05,20,5
2024-05-12,17,0
2024-05-19,19,6
2024-05-26,14,3
2024-06-02,18,3
2024-06-09,14,3
