Categoria: Todas as categorias

Semana,dengue: (Amazonas),sintomas dengue: (Amazonas)
2021-09-26,10,0
2021-10-03,5,0
2021-10-10,6,0
2021-10-17,8,0
2021-10-24,5,0
2021-10-31,5,0
2021-11-07,6,0
2021-11-14,9,3
2021-11-21,8,0
2021-11-28,8,0
2021-12-05,7,0
2021-12-12,7,0
2021-12-19,8,0
2021-12-26,0,0
2022-01-02,8,4
2022-01-09,10,0
2022-01-16,8,4
2022-01-23,9,0
2022-01-30,7,0
2022-02-06,7,0
2022-02-13,9,3
2022-02-20,11,3
2022-02-27,11,0
2022-03-06,11,0
2022-03-13,14,2
2022-03-20,18,5
2022-03-27,16,3
2022-04-03,15,2
2022-04-10,15,4
2022-04-17,15,4
2022-04-24,15,2
2022-05-01,17,3
2022-05-08,16,3
2022-05-15,19,5
2022-05-22,16,4
2022-05-29,19,6
2022-06-05,18,4
2022-06-12,18,4
2022-06-19,14,3
2022-06-26,9,3
2022-07-03,10,0
2022-07-10,7,0
2022-07-17,13,0
2022-07-24,12,0
2022-07-31,11,0
2022-08-07,9,2
2022-08-14,10,3
2022-08-21,8,3
2022-08-28,8,3
2022-09-04,8,0
2022-09-11,8,0
2022-09-18,9,0
2022-09-25,8,0
2022-10-02,6,3
2022-10-09,7,0
2022-10-16,11,3
2022-10-23,8,0
2022-10-30,7,0
2022-11-06,14,3
2022-11-13,10,0
2022-11-20,11,3
2022-11-27,13,3
2022-12-04,9,0
2022-12-11,11,0
2022-12-18,10,0
2022-12-25,13,0
2023-01-01,9,4
2023-01-08,11,3
2023-01-15,8,3
2023-01-22,10,0
2023-01-29,13,6
2023-02-05,11,2
2023-02-12,18,6
2023-02-19,18,3
2023-02-26,19,3
2023-03-05,16,4
2023-03-12,16,5
2023-03-19,19,5
2023-03-26,19,3
2023-04-02,14,4
2023-04-09,17,4
2023-04-16,15,4
2023-04-23,16,5
2023-04-30,14,4
2023-05-07,18,6
2023-05-14,20,5
2023-05-21,15,4
2023-05-28,13,4
2023-06-04,11,3
2023-06-11,11,4
2023-06-18,11,3
2023-06-25,10,4
2023-07-02,13,3
2023-07-09,12,0
2023-07-16,9,3
2023-07-23,8,0
2023-07-30,7,3
2023-08-06,11,0
2023-08-13,10,3
2023-08-20,9,0
2023-08-27,10,0
2023-09-03,4,0
2023-09-10,9,0
2023-09-17,9,4
2023-09-24,7,0
2023-10-01,7,0
2023-10-08,6,0
2023-10-15,5,0
2023-10-22,6,0
2023-10-29,7,0
2023-11-05,11,0
2023-11-12,12,0
2023-11-19,10,0
2023-11-26,11,0
2023-12-03,14,3
2023-12-10,21,5
2023-12-17,26,9
2023-12-24,53,16
2023-12-31,91,31
2024-01-07,85,25
2024-01-14,86,27
2024-01-21,89,23
2024-01-28,71,18
2024-02-04,79,22
2024-02-11,81,22
2024-02-18,100,23
2024-02-25,94,21
2024-03-03,82,17
2024-03-10,71,14
2024-03-17,61,16
2024-03-24,46,9
2024-03-31,47,14
2024-04-07,41,13
2024-04-14,49,8
2024-04-21,39,8
2024-04-28,27,3
2024-05-05,20,5
2024-05-12,17,3
2024-05-19,20,4
2024-05-26,16,4
2024-06-02,17,3
2024-06-09,19,0
2024-06-16,17,4
2024-06-23,14,0
2024-06-30,10,0
2024-07-07,11,0
2024-07-14,13,0
2024-07-21,11,0
2024-07-28,11,0
2024-08-04,8,0
2024-08-11,9,0
2024-08-18,10,0
2024-08-25,9,0
2024-09-01,6,0
2024-09-08,13,0
2024-09-15,10,0
2024-09-22,10,0
2024-09-29,8,0
2024-10-06,7,0
2024-10-13,6,0
2024-10-20,6,0
2024-10-27,8,0
2024-11-03,12,0
2024-11-10,10,0
2024-11-17,12,0
2024-11-24,12,0
2024-12-01,12,0
2024-12-08,8,0
2024-12-15,6,0
2024-12-22,11,0
2024-12-29,11,0
2025-01-05,19,<1
2025-01-12,19,3
