Categoria: Todas as categorias

Semana,dengue: (Alagoas),sintomas dengue: (Alagoas)
2024-01-07,6,0
2024-01-14,7,0
2024-01-21,10,4
2024-01-28,21,5
2024-02-04,27,5
2024-02-11,42,12
2024-02-18,84,20
2024-02-25,91,18
2024-03-03,89,25
2024-03-10,100,23
2024-03-17,97,20
2024-03-24,59,18
2024-03-31,68,15
2024-04-07,72,17
2024-04-14,64,15
2024-04-21,67,16
2024-04-28,59,13
2024-05-05,54,12
2024-05-12,52,14
2024-05-19,52,13
2024-05-26,40,9
2024-06-02,43,8
2024-06-09,64,15
2024-06-16,49,14
2024-06-23,54,13
2024-06-30,42,10
2024-07-07,36,7
2024-07-14,34,6
2024-07-21,38,8
2024-07-28,26,5
2024-08-04,26,3
2024-08-11,21,5
2024-08-18,20,5
2024-08-25,18,6
2024-09-01,18,4
2024-09-08,16,4
2024-09-15,11,0
2024-09-22,13,0
2024-09-29,10,4
2024-10-06,11,0
2024-10-13,11,0
2024-10-20,13,0
2024-10-27,10,0
2024-11-03,11,0
2024-11-10,10,0
2024-11-17,9,0
2024-11-24,10,0
2024-12-01,5,0
2024-12-08,9,0
2024-12-15,6,0
2024-12-22,5,0
2024-12-29,6,0
2025-01-05,8,<1
2025-01-12,9,1
