Categoria: Todas as categorias

Semana,dengue: (Amazonas),sintomas dengue: (Amazonas)
2022-05-15,18,5
2022-05-22,17,5
2022-05-29,18,5
2022-06-05,18,5
2022-06-12,18,4
2022-06-19,14,0
2022-06-26,9,0
2022-07-03,7,0
2022-07-10,7,0
2022-07-17,13,3
2022-07-24,12,0
2022-07-31,12,0
2022-08-07,9,0
2022-08-14,9,3
2022-08-21,8,0
2022-08-28,9,0
2022-09-04,8,0
2022-09-11,9,0
2022-09-18,9,0
2022-09-25,10,0
2022-10-02,7,0
2022-10-09,7,0
2022-10-16,10,2
2022-10-23,9,0
2022-10-30,7,0
2022-11-06,14,0
2022-11-13,11,3
2022-11-20,11,0
2022-11-27,13,0
2022-12-04,9,0
2022-12-11,11,3
2022-12-18,10,0
2022-12-25,11,4
2023-01-01,9,0
2023-01-08,9,3
2023-01-15,11,3
2023-01-22,10,2
2023-01-29,13,5
2023-02-05,12,3
2023-02-12,17,6
2023-02-19,18,4
2023-02-26,19,3
2023-03-05,16,3
2023-03-12,17,5
2023-03-19,19,5
2023-03-26,21,3
2023-04-02,14,4
2023-04-09,20,3
2023-04-16,16,2
2023-04-23,17,5
2023-04-30,14,3
2023-05-07,17,5
2023-05-14,18,6
2023-05-21,15,4
2023-05-28,14,3
2023-06-04,9,3
2023-06-11,12,3
2023-06-18,10,5
2023-06-25,11,4
2023-07-02,14,0
2023-07-09,12,3
2023-07-16,9,3
2023-07-23,9,4
2023-07-30,8,0
2023-08-06,10,0
2023-08-13,10,3
2023-08-20,8,0
2023-08-27,9,0
2023-09-03,6,0
2023-09-10,9,0
2023-09-17,11,3
2023-09-24,9,0
2023-10-01,7,0
2023-10-08,5,0
2023-10-15,6,0
2023-10-22,5,0
2023-10-29,8,0
2023-11-05,10,0
2023-11-12,11,0
2023-11-19,9,0
2023-11-26,12,0
2023-12-03,14,0
2023-12-10,20,5
2023-12-17,28,9
2023-12-24,55,16
2023-12-31,92,32
2024-01-07,85,25
2024-01-14,87,26
2024-01-21,90,25
2024-01-28,72,18
2024-02-04,80,23
2024-02-11,84,22
2024-02-18,100,23
2024-02-25,95,21
2024-03-03,84,16
2024-03-10,72,13
2024-03-17,63,15
2024-03-24,46,10
2024-03-31,49,14
2024-04-07,43,12
2024-04-14,49,10
2024-04-21,40,9
2024-04-28,28,6
2024-05-05,22,4
2024-05-12,18,4
2024-05-19,20,4
2024-05-26,16,0
2024-06-02,20,6
2024-06-09,21,4
2024-06-16,16,3
2024-06-23,13,0
2024-06-30,10,0
2024-07-07,11,0
2024-07-14,12,0
2024-07-21,12,0
2024-07-28,9,0
2024-08-04,9,0
2024-08-11,8,0
2024-08-18,11,0
2024-08-25,8,0
2024-09-01,6,0
2024-09-08,11,0
2024-09-15,10,0
2024-09-22,9,0
2024-09-29,8,0
2024-10-06,7,0
2024-10-13,7,<1
2024-10-20,9,1
2024-10-27,8,1
