Categoria: Todas as categorias

Semana,dengue: (Alagoas),sintomas dengue: (Alagoas)
2022-09-18,16,3
2022-09-25,11,0
2022-10-02,9,2
2022-10-09,7,0
2022-10-16,11,2
2022-10-23,12,2
2022-10-30,8,0
2022-11-06,8,3
2022-11-13,10,2
2022-11-20,9,0
2022-11-27,9,3
2022-12-04,5,0
2022-12-11,11,0
2022-12-18,8,0
2022-12-25,6,4
2023-01-01,8,0
2023-01-08,5,0
2023-01-15,7,0
2023-01-22,4,0
2023-01-29,4,0
2023-02-05,7,0
2023-02-12,7,0
2023-02-19,6,3
2023-02-26,10,3
2023-03-05,9,2
2023-03-12,7,0
2023-03-19,13,4
2023-03-26,17,5
2023-04-02,12,4
2023-04-09,14,4
2023-04-16,11,4
2023-04-23,13,5
2023-04-30,13,4
2023-05-07,12,5
2023-05-14,14,3
2023-05-21,15,3
2023-05-28,16,4
2023-06-04,11,3
2023-06-11,13,3
2023-06-18,10,4
2023-06-25,9,3
2023-07-02,16,3
2023-07-09,13,3
2023-07-16,13,4
2023-07-23,9,3
2023-07-30,8,3
2023-08-06,10,0
2023-08-13,7,0
2023-08-20,7,0
2023-08-27,9,0
2023-09-03,8,0
2023-09-10,10,0
2023-09-17,9,0
2023-09-24,8,4
2023-10-01,8,0
2023-10-08,7,0
2023-10-15,8,0
2023-10-22,5,0
2023-10-29,8,0
2023-11-05,7,0
2023-11-12,5,0
2023-11-19,7,0
2023-11-26,7,0
2023-12-03,9,3
2023-12-10,7,0
2023-12-17,7,0
2023-12-24,5,0
2023-12-31,8,0
2024-01-07,6,0
2024-01-14,8,0
2024-01-21,10,0
2024-01-28,21,5
2024-02-04,26,5
2024-02-11,41,12
2024-02-18,83,21
2024-02-25,92,16
2024-03-03,88,23
2024-03-10,95,25
2024-03-17,100,19
2024-03-24,59,19
2024-03-31,68,14
2024-04-07,71,17
2024-04-14,63,15
2024-04-21,68,16
2024-04-28,58,15
2024-05-05,53,12
2024-05-12,53,13
2024-05-19,52,13
2024-05-26,40,9
2024-06-02,44,9
2024-06-09,66,17
2024-06-16,47,13
2024-06-23,51,13
2024-06-30,42,8
2024-07-07,35,6
2024-07-14,34,5
2024-07-21,36,8
2024-07-28,28,5
2024-08-04,26,4
2024-08-11,21,6
2024-08-18,20,5
2024-08-25,18,4
2024-09-01,18,5
2024-09-08,14,3
2024-09-15,12,0
2024-09-22,13,6
2024-09-29,9,0
2024-10-06,11,0
2024-10-13,11,0
2024-10-20,10,0
2024-10-27,10,0
2024-11-03,9,0
2024-11-10,9,4
2024-11-17,9,0
2024-11-24,9,0
2024-12-01,6,0
2024-12-08,7,0
2024-12-15,5,0
2024-12-22,5,0
2024-12-29,7,0
2025-01-05,7,0
2025-01-12,7,0
2025-01-19,6,0
2025-01-26,10,0
2025-02-02,9,0
2025-02-09,14,0
2025-02-16,14,0
2025-02-23,13,0
2025-03-02,10,0
2025-03-09,16,3
2025-03-16,14,0
2025-03-23,16,0
2025-03-30,16,0
2025-04-06,13,2
2025-04-13,12,2
