Categoria: Todas as categorias

Semana,dengue: (Ceará),sintomas dengue: (Ceará)
2022-09-11,15,4
2022-09-18,11,3
2022-09-25,10,2
2022-10-02,9,2
2022-10-09,9,2
2022-10-16,9,3
2022-10-23,8,2
2022-10-30,8,2
2022-11-06,8,2
2022-11-13,8,2
2022-11-20,9,3
2022-11-27,7,2
2022-12-04,7,2
2022-12-11,7,1
2022-12-18,6,0
2022-12-25,7,2
2023-01-01,6,0
2023-01-08,6,1
2023-01-15,7,0
2023-01-22,8,2
2023-01-29,10,2
2023-02-05,12,2
2023-02-12,13,3
2023-02-19,16,4
2023-02-26,19,5
2023-03-05,22,6
2023-03-12,26,7
2023-03-19,31,8
2023-03-26,34,10
2023-04-02,26,9
2023-04-09,24,7
2023-04-16,23,7
2023-04-23,20,6
2023-04-30,19,5
2023-05-07,17,5
2023-05-14,20,6
2023-05-21,17,4
2023-05-28,15,3
2023-06-04,13,3
2023-06-11,16,4
2023-06-18,17,4
2023-06-25,12,2
2023-07-02,17,3
2023-07-09,12,2
2023-07-16,10,2
2023-07-23,11,3
2023-07-30,8,2
2023-08-06,8,2
2023-08-13,8,1
2023-08-20,9,3
2023-08-27,8,0
2023-09-03,5,0
2023-09-10,8,0
2023-09-17,8,0
2023-09-24,8,2
2023-10-01,8,1
2023-10-08,5,0
2023-10-15,7,2
2023-10-22,6,0
2023-10-29,7,1
2023-11-05,6,2
2023-11-12,9,1
2023-11-19,7,1
2023-11-26,7,2
2023-12-03,8,2
2023-12-10,8,0
2023-12-17,8,2
2023-12-24,7,0
2023-12-31,8,2
2024-01-07,9,2
2024-01-14,8,2
2024-01-21,13,3
2024-01-28,20,5
2024-02-04,30,7
2024-02-11,51,16
2024-02-18,86,20
2024-02-25,96,21
2024-03-03,100,23
2024-03-10,86,21
2024-03-17,81,19
2024-03-24,58,15
2024-03-31,70,19
2024-04-07,66,17
2024-04-14,58,16
2024-04-21,53,14
2024-04-28,43,9
2024-05-05,35,8
2024-05-12,31,6
2024-05-19,28,4
2024-05-26,22,4
2024-06-02,23,5
2024-06-09,24,4
2024-06-16,18,2
2024-06-23,15,3
2024-06-30,13,3
