Categoria: Todas as categorias

Semana,dengue: (Tocantins),sintomas dengue: (Tocantins)
2024-01-21,15,0
2024-01-28,24,7
2024-02-04,34,8
2024-02-11,47,8
2024-02-18,53,14
2024-02-25,60,7
2024-03-03,56,10
2024-03-10,45,7
2024-03-17,45,6
2024-03-24,33,6
2024-03-31,42,9
2024-04-07,45,7
2024-04-14,49,10
2024-04-21,38,6
2024-04-28,38,8
2024-05-05,31,5
2024-05-12,25,0
2024-05-19,20,8
2024-05-26,10,0
2024-06-02,20,0
2024-06-09,8,0
2024-06-16,8,1
2024-06-23,9,1
2024-06-30,8,0
