Categoria: Todas as categorias

Semana,dengue: (Mato Grosso),sintomas dengue: (Mato Grosso)
2023-05-21,35,11
2023-05-28,29,7
2023-06-04,24,6
2023-06-11,19,5
2023-06-18,18,5
2023-06-25,14,2
2023-07-02,20,4
2023-07-09,14,3
2023-07-16,11,2
2023-07-23,10,3
2023-07-30,14,3
2023-08-06,11,3
2023-08-13,12,4
2023-08-20,14,2
2023-08-27,10,4
2023-09-03,10,0
2023-09-10,10,3
2023-09-17,11,0
2023-09-24,10,3
2023-10-01,15,4
2023-10-08,7,0
2023-10-15,11,3
2023-10-22,10,2
2023-10-29,11,3
2023-11-05,12,2
2023-11-12,11,4
2023-11-19,12,0
2023-11-26,13,3
2023-12-03,13,3
2023-12-10,13,4
2023-12-17,20,5
2023-12-24,18,6
2023-12-31,22,5
2024-01-07,29,7
2024-01-14,31,8
2024-01-21,40,11
2024-01-28,52,10
2024-02-04,61,13
2024-02-11,91,22
2024-02-18,91,22
2024-02-25,97,19
2024-03-03,82,17
2024-03-10,76,16
2024-03-17,76,15
2024-03-24,67,14
2024-03-31,80,20
2024-04-07,89,18
2024-04-14,86,18
2024-04-21,92,21
2024-04-28,92,18
2024-05-05,91,20
2024-05-12,74,13
2024-05-19,61,10
2024-05-26,47,9
2024-06-02,40,9
2024-06-09,39,7
2024-06-16,34,5
2024-06-23,31,5
2024-06-30,25,6
2024-07-07,19,4
2024-07-14,17,6
2024-07-21,17,4
2024-07-28,20,4
2024-08-04,14,4
2024-08-11,17,5
2024-08-18,13,5
2024-08-25,15,3
2024-09-01,13,3
2024-09-08,13,3
2024-09-15,12,0
2024-09-22,12,0
2024-09-29,11,0
2024-10-06,9,0
2024-10-13,10,0
2024-10-20,12,3
2024-10-27,11,0
2024-11-03,15,2
2024-11-10,15,3
2024-11-17,18,4
2024-11-24,18,6
2024-12-01,21,4
2024-12-08,27,6
2024-12-15,34,6
2024-12-22,54,10
2024-12-29,63,10
2025-01-05,78,15
2025-01-12,91,16
2025-01-19,98,18
2025-01-26,100,19
2025-02-02,92,16
2025-02-09,89,15
2025-02-16,81,15
2025-02-23,66,10
2025-03-02,48,11
2025-03-09,47,9
2025-03-16,45,6
2025-03-23,40,8
2025-03-30,37,6
2025-04-06,33,6
2025-04-13,35,6
2025-04-20,36,6
2025-04-27,34,5
2025-05-04,36,8
2025-05-11,34,6
2025-05-18,34,6
