Categoria: Todas as categorias

Semana,dengue: (Piauí),sintomas dengue: (Piauí),tratamento dengue: (Piauí)
2021-03-14,5,0,0
2021-03-21,6,0,0
2021-03-28,7,4,0
2021-04-04,10,4,0
2021-04-11,8,4,0
2021-04-18,7,0,0
2021-04-25,8,0,0
2021-05-02,7,2,0
2021-05-09,8,0,0
2021-05-16,10,3,0
2021-05-23,9,0,0
2021-05-30,10,3,0
2021-06-06,9,3,0
2021-06-13,9,0,0
2021-06-20,8,3,0
2021-06-27,6,0,0
2021-07-04,7,0,0
2021-07-11,4,0,0
2021-07-18,3,0,0
2021-07-25,6,0,0
2021-08-01,4,0,0
2021-08-08,8,0,0
2021-08-15,5,2,0
2021-08-22,5,0,0
2021-08-29,4,0,0
2021-09-05,4,0,0
2021-09-12,4,0,0
2021-09-19,6,3,0
2021-09-26,4,0,0
2021-10-03,4,0,0
2021-10-10,3,0,0
2021-10-17,0,0,0
2021-10-24,4,0,0
2021-10-31,0,0,0
2021-11-07,0,0,0
2021-11-14,3,0,0
2021-11-21,0,3,0
2021-11-28,4,0,0
2021-12-05,5,0,0
2021-12-12,4,0,0
2021-12-19,6,0,0
2021-12-26,6,0,0
2022-01-02,7,0,0
2022-01-09,8,0,0
2022-01-16,11,0,0
2022-01-23,7,0,0
2022-01-30,11,4,0
2022-02-06,13,6,0
2022-02-13,19,7,0
2022-02-20,21,6,0
2022-02-27,29,7,0
2022-03-06,30,8,0
2022-03-13,36,11,0
2022-03-20,46,13,0
2022-03-27,68,17,0
2022-04-03,72,23,1
2022-04-10,81,20,2
2022-04-17,100,30,0
2022-04-24,100,28,3
2022-05-01,94,24,2
2022-05-08,79,21,2
2022-05-15,71,19,0
2022-05-22,53,14,0
2022-05-29,45,14,0
2022-06-05,46,13,0
2022-06-12,36,9,0
2022-06-19,28,9,0
2022-06-26,31,9,2
2022-07-03,25,11,0
2022-07-10,17,4,0
2022-07-17,10,3,0
2022-07-24,9,4,0
2022-07-31,7,2,0
2022-08-07,6,2,0
2022-08-14,7,2,0
2022-08-21,5,2,0
2022-08-28,4,2,0
2022-09-04,5,2,0
2022-09-11,2,0,0
2022-09-18,0,0,0
2022-09-25,2,0,0
2022-10-02,5,0,0
2022-10-09,5,0,0
2022-10-16,4,0,0
2022-10-23,3,0,0
2022-10-30,5,0,2
2022-11-06,4,0,0
2022-11-13,5,0,0
2022-11-20,3,0,0
2022-11-27,3,0,0
2022-12-04,4,0,0
2022-12-11,6,0,0
2022-12-18,5,2,0
2022-12-25,4,3,0
2023-01-01,4,0,0
2023-01-08,5,3,2
2023-01-15,8,0,0
2023-01-22,6,0,0
2023-01-29,8,2,0
2023-02-05,8,3,0
2023-02-12,9,4,2
2023-02-19,10,3,0
2023-02-26,15,4,0
2023-03-05,13,3,0
2023-03-12,14,4,0
2023-03-19,19,4,0
2023-03-26,21,5,0
2023-04-02,21,9,0
2023-04-09,22,8,0
2023-04-16,22,8,0
2023-04-23,21,6,0
2023-04-30,15,4,0
2023-05-07,21,6,0
2023-05-14,15,4,0
2023-05-21,10,2,0
2023-05-28,14,3,0
2023-06-04,8,2,0
2023-06-11,12,0,0
2023-06-18,7,0,0
2023-06-25,7,3,0
2023-07-02,8,0,0
2023-07-09,5,0,0
2023-07-16,4,0,0
2023-07-23,3,0,0
2023-07-30,2,0,2
2023-08-06,3,0,0
2023-08-13,3,0,0
2023-08-20,2,0,0
2023-08-27,4,0,0
2023-09-03,3,0,0
2023-09-10,5,0,0
2023-09-17,3,0,0
2023-09-24,0,3,0
2023-10-01,4,0,0
2023-10-08,3,0,0
2023-10-15,0,0,0
2023-10-22,4,0,0
2023-10-29,0,0,0
2023-11-05,0,0,0
2023-11-12,3,0,0
2023-11-19,3,0,0
2023-11-26,6,0,0
2023-12-03,3,0,0
2023-12-10,3,0,0
2023-12-17,3,0,0
2023-12-24,6,0,0
2023-12-31,5,0,0
2024-01-07,6,2,0
2024-01-14,6,3,0
2024-01-21,11,3,0
2024-01-28,17,3,0
2024-02-04,26,6,0
2024-02-11,30,5,0
2024-02-18,43,8,0
2024-02-25,48,12,0
2024-03-03,51,12,<1
2024-03-10,48,11,1
2024-03-17,48,10,1
