Categoria: Todas as categorias

Semana,dengue: (Mato Grosso),sintomas dengue: (Mato Grosso)
2021-10-31,7,0
2021-11-07,10,3
2021-11-14,12,4
2021-11-21,17,3
2021-11-28,19,4
2021-12-05,22,7
2021-12-12,32,10
2021-12-19,38,10
2021-12-26,43,14
2022-01-02,46,15
2022-01-09,42,12
2022-01-16,50,16
2022-01-23,52,13
2022-01-30,38,8
2022-02-06,33,10
2022-02-13,32,8
2022-02-20,34,8
2022-02-27,34,8
2022-03-06,32,7
2022-03-13,37,8
2022-03-20,38,10
2022-03-27,38,9
2022-04-03,43,10
2022-04-10,40,10
2022-04-17,47,11
2022-04-24,46,11
2022-05-01,37,8
2022-05-08,38,10
2022-05-15,31,9
2022-05-22,31,9
2022-05-29,27,8
2022-06-05,25,6
2022-06-12,23,7
2022-06-19,28,8
2022-06-26,28,8
2022-07-03,21,10
2022-07-10,21,6
2022-07-17,15,5
2022-07-24,13,5
2022-07-31,12,4
2022-08-07,7,2
2022-08-14,10,0
2022-08-21,14,4
2022-08-28,11,3
2022-09-04,11,3
2022-09-11,10,2
2022-09-18,10,3
2022-09-25,10,3
2022-10-02,13,3
2022-10-09,9,3
2022-10-16,12,5
2022-10-23,14,3
2022-10-30,11,4
2022-11-06,14,4
2022-11-13,15,4
2022-11-20,13,3
2022-11-27,13,3
2022-12-04,15,5
2022-12-11,23,8
2022-12-18,16,6
2022-12-25,21,7
2023-01-01,21,7
2023-01-08,23,7
2023-01-15,26,7
2023-01-22,23,7
2023-01-29,28,8
2023-02-05,30,7
2023-02-12,35,9
2023-02-19,38,11
2023-02-26,40,12
2023-03-05,34,10
2023-03-12,43,11
2023-03-19,44,14
2023-03-26,68,21
2023-04-02,57,20
2023-04-09,55,17
2023-04-16,51,14
2023-04-23,51,16
2023-04-30,44,13
2023-05-07,36,10
2023-05-14,38,11
2023-05-21,35,10
2023-05-28,31,7
2023-06-04,26,6
2023-06-11,21,4
2023-06-18,19,5
2023-06-25,15,2
2023-07-02,21,4
2023-07-09,15,3
2023-07-16,12,3
2023-07-23,11,2
2023-07-30,15,4
2023-08-06,12,3
2023-08-13,12,3
2023-08-20,15,3
2023-08-27,10,3
2023-09-03,10,0
2023-09-10,11,4
2023-09-17,10,3
2023-09-24,11,2
2023-10-01,14,0
2023-10-08,8,0
2023-10-15,11,2
2023-10-22,10,3
2023-10-29,13,3
2023-11-05,12,3
2023-11-12,14,4
2023-11-19,11,3
2023-11-26,13,4
2023-12-03,13,2
2023-12-10,13,4
2023-12-17,17,5
2023-12-24,19,5
2023-12-31,23,5
2024-01-07,30,8
2024-01-14,34,8
2024-01-21,41,11
2024-01-28,54,11
2024-02-04,66,15
2024-02-11,95,22
2024-02-18,93,23
2024-02-25,100,19
2024-03-03,84,17
2024-03-10,78,17
2024-03-17,77,14
2024-03-24,70,15
2024-03-31,82,19
2024-04-07,90,20
2024-04-14,89,19
2024-04-21,97,24
2024-04-28,95,19
2024-05-05,92,20
2024-05-12,77,14
2024-05-19,62,10
2024-05-26,49,9
2024-06-02,41,10
2024-06-09,41,8
2024-06-16,35,5
2024-06-23,31,5
2024-06-30,27,6
2024-07-07,20,4
2024-07-14,17,5
2024-07-21,18,6
2024-07-28,19,4
2024-08-04,16,0
2024-08-11,18,4
2024-08-18,14,3
2024-08-25,16,3
2024-09-01,13,0
2024-09-08,13,4
2024-09-15,13,0
2024-09-22,11,0
2024-09-29,10,0
2024-10-06,10,0
2024-10-13,10,0
2024-10-20,13,3
2024-10-27,11,2
2024-11-03,13,2
2024-11-10,11,0
