Categoria: Todas as categorias

Semana,dengue: (Rondônia),sintomas dengue: (Rondônia)
2024-06-02,19,5
2024-06-09,9,0
2024-06-16,14,0
2024-06-23,9,0
2024-06-30,12,0
2024-07-07,11,0
2024-07-14,7,0
2024-07-21,8,0
2024-07-28,10,0
2024-08-04,8,0
2024-08-11,9,0
2024-08-18,6,0
2024-08-25,10,0
2024-09-01,5,0
2024-09-08,9,0
2024-09-15,0,0
2024-09-22,12,0
2024-09-29,0,0
2024-10-06,5,0
2024-10-13,12,0
2024-10-20,13,0
2024-10-27,9,1
2024-11-03,10,1
2024-11-10,0,0
