Categoria: Todas as categorias

Semana,dengue: (Tocantins),sintomas dengue: (Tocantins)
2022-11-13,8,0
2022-11-20,13,0
2022-11-27,9,5
2022-12-04,12,0
2022-12-11,9,0
2022-12-18,8,0
2022-12-25,10,0
2023-01-01,15,0
2023-01-08,10,3
2023-01-15,11,4
2023-01-22,17,5
2023-01-29,15,4
2023-02-05,13,0
2023-02-12,15,3
2023-02-19,15,0
2023-02-26,16,0
2023-03-05,19,5
2023-03-12,21,5
2023-03-19,27,8
2023-03-26,26,7
2023-04-02,25,8
2023-04-09,29,6
2023-04-16,24,7
2023-04-23,25,9
2023-04-30,27,4
2023-05-07,24,4
2023-05-14,21,3
2023-05-21,21,6
2023-05-28,17,3
2023-06-04,8,0
2023-06-11,11,0
2023-06-18,11,0
2023-06-25,9,0
2023-07-02,8,0
2023-07-09,6,0
2023-07-16,7,0
2023-07-23,0,0
2023-07-30,4,0
2023-08-06,3,0
2023-08-13,7,0
2023-08-20,8,0
2023-08-27,4,0
2023-09-03,0,0
2023-09-10,6,0
2023-09-17,6,0
2023-09-24,3,0
2023-10-01,4,0
2023-10-08,5,4
2023-10-15,6,0
2023-10-22,6,0
2023-10-29,6,0
2023-11-05,6,0
2023-11-12,7,0
2023-11-19,6,0
2023-11-26,6,0
2023-12-03,9,0
2023-12-10,7,3
2023-12-17,0,0
2023-12-24,9,0
2023-12-31,8,0
2024-01-07,10,0
2024-01-14,10,0
2024-01-21,15,0
2024-01-28,24,8
2024-02-04,37,9
2024-02-11,47,11
2024-02-18,52,10
2024-02-25,57,11
2024-03-03,55,11
2024-03-10,44,9
2024-03-17,51,7
2024-03-24,34,7
2024-03-31,43,9
2024-04-07,45,7
2024-04-14,51,11
2024-04-21,40,6
2024-04-28,37,7
2024-05-05,36,7
2024-05-12,25,7
2024-05-19,20,6
2024-05-26,12,0
2024-06-02,20,0
2024-06-09,12,0
2024-06-16,7,0
2024-06-23,9,0
2024-06-30,7,0
2024-07-07,5,0
2024-07-14,9,0
2024-07-21,9,0
2024-07-28,9,0
2024-08-04,6,0
2024-08-11,8,0
2024-08-18,7,0
2024-08-25,6,0
2024-09-01,8,0
2024-09-08,8,0
2024-09-15,0,0
2024-09-22,6,0
2024-09-29,5,0
2024-10-06,5,0
2024-10-13,4,0
2024-10-20,11,0
2024-10-27,5,0
2024-11-03,9,0
2024-11-10,8,0
2024-11-17,10,0
2024-11-24,11,0
2024-12-01,13,0
2024-12-08,10,0
2024-12-15,8,0
2024-12-22,8,0
2024-12-29,10,0
2025-01-05,8,0
2025-01-12,13,0
2025-01-19,15,0
2025-01-26,17,0
2025-02-02,14,<1
2025-02-09,16,3
2025-02-16,19,3
