Categoria: Todas as categorias

Semana,dengue: (Mato Grosso),sintomas dengue: (Mato Grosso)
2022-01-09,41,12
2022-01-16,50,13
2022-01-23,50,13
2022-01-30,38,8
2022-02-06,32,10
2022-02-13,32,7
2022-02-20,32,8
2022-02-27,33,7
2022-03-06,31,7
2022-03-13,36,8
2022-03-20,36,10
2022-03-27,36,8
2022-04-03,41,10
2022-04-10,39,9
2022-04-17,45,11
2022-04-24,44,10
2022-05-01,36,8
2022-05-08,38,10
2022-05-15,31,8
2022-05-22,30,8
2022-05-29,27,7
2022-06-05,25,7
2022-06-12,22,8
2022-06-19,27,8
2022-06-26,27,7
2022-07-03,20,8
2022-07-10,20,6
2022-07-17,15,5
2022-07-24,13,5
2022-07-31,13,4
2022-08-07,7,2
2022-08-14,9,2
2022-08-21,12,4
2022-08-28,10,2
2022-09-04,7,0
2022-09-11,10,0
2022-09-18,8,3
2022-09-25,10,2
2022-10-02,10,3
2022-10-09,9,3
2022-10-16,11,5
2022-10-23,14,3
2022-10-30,9,3
2022-11-06,12,3
2022-11-13,15,6
2022-11-20,12,3
2022-11-27,12,4
2022-12-04,14,5
2022-12-11,22,7
2022-12-18,16,6
2022-12-25,23,7
2023-01-01,21,6
2023-01-08,22,7
2023-01-15,26,7
2023-01-22,23,6
2023-01-29,28,7
2023-02-05,29,7
2023-02-12,32,9
2023-02-19,37,11
2023-02-26,40,12
2023-03-05,33,10
2023-03-12,42,11
2023-03-19,43,13
2023-03-26,66,21
2023-04-02,56,20
2023-04-09,52,16
2023-04-16,50,14
2023-04-23,48,15
2023-04-30,42,12
2023-05-07,35,10
2023-05-14,37,11
2023-05-21,34,9
2023-05-28,29,7
2023-06-04,25,6
2023-06-11,20,4
2023-06-18,19,4
2023-06-25,14,2
2023-07-02,20,4
2023-07-09,14,0
2023-07-16,11,3
2023-07-23,10,2
2023-07-30,14,4
2023-08-06,12,2
2023-08-13,11,3
2023-08-20,14,0
2023-08-27,10,3
2023-09-03,10,0
2023-09-10,10,3
2023-09-17,9,0
2023-09-24,11,2
2023-10-01,15,4
2023-10-08,8,0
2023-10-15,11,2
2023-10-22,9,3
2023-10-29,11,4
2023-11-05,12,0
2023-11-12,12,4
2023-11-19,11,3
2023-11-26,13,4
2023-12-03,13,2
2023-12-10,13,4
2023-12-17,16,4
2023-12-24,18,5
2023-12-31,23,5
2024-01-07,28,7
2024-01-14,32,9
2024-01-21,41,11
2024-01-28,51,11
2024-02-04,62,15
2024-02-11,91,22
2024-02-18,95,23
2024-02-25,95,18
2024-03-03,83,18
2024-03-10,78,17
2024-03-17,77,16
2024-03-24,65,15
2024-03-31,81,21
2024-04-07,89,20
2024-04-14,87,18
2024-04-21,94,22
2024-04-28,91,18
2024-05-05,89,20
2024-05-12,74,14
2024-05-19,62,11
2024-05-26,46,9
2024-06-02,39,8
2024-06-09,42,8
2024-06-16,35,6
2024-06-23,31,4
2024-06-30,25,6
2024-07-07,18,3
2024-07-14,17,4
2024-07-21,17,6
2024-07-28,18,4
2024-08-04,12,3
2024-08-11,16,3
2024-08-18,14,3
2024-08-25,15,4
2024-09-01,13,0
2024-09-08,14,0
2024-09-15,12,0
2024-09-22,9,0
2024-09-29,11,0
2024-10-06,10,0
2024-10-13,9,3
2024-10-20,12,3
2024-10-27,11,0
2024-11-03,14,2
2024-11-10,15,3
2024-11-17,19,4
2024-11-24,18,5
2024-12-01,21,4
2024-12-08,26,5
2024-12-15,36,7
2024-12-22,55,11
2024-12-29,64,10
2025-01-05,78,16
2025-01-12,91,16
2025-01-19,100,19
2025-01-26,98,19
2025-02-02,94,14
2025-02-09,87,15
2025-02-16,79,14
