Categoria: Todas as categorias

Semana,dengue: (Mato Grosso),sintomas dengue: (Mato Grosso)
2022-02-20,32,8
2022-02-27,30,8
2022-03-06,29,4
2022-03-13,31,7
2022-03-20,34,8
2022-03-27,36,9
2022-04-03,41,11
2022-04-10,37,8
2022-04-17,44,10
2022-04-24,41,7
2022-05-01,37,11
2022-05-08,37,9
2022-05-15,32,10
2022-05-22,29,8
2022-05-29,24,7
2022-06-05,26,8
2022-06-12,22,8
2022-06-19,25,8
2022-06-26,27,8
2022-07-03,18,7
2022-07-10,19,4
2022-07-17,16,5
2022-07-24,12,4
2022-07-31,12,0
2022-08-07,8,3
2022-08-14,7,0
2022-08-21,11,0
2022-08-28,9,0
2022-09-04,9,0
2022-09-11,11,0
2022-09-18,9,3
2022-09-25,9,3
2022-10-02,11,0
2022-10-09,8,0
2022-10-16,10,3
2022-10-23,14,5
2022-10-30,8,0
2022-11-06,13,4
2022-11-13,15,5
2022-11-20,13,4
2022-11-27,13,3
2022-12-04,12,6
2022-12-11,18,7
2022-12-18,14,5
2022-12-25,21,6
2023-01-01,20,5
2023-01-08,20,5
2023-01-15,23,5
2023-01-22,19,3
2023-01-29,22,4
2023-02-05,29,7
2023-02-12,31,8
2023-02-19,37,10
2023-02-26,37,12
2023-03-05,32,10
2023-03-12,39,10
2023-03-19,34,10
2023-03-26,62,18
2023-04-02,54,22
2023-04-09,54,16
2023-04-16,49,16
2023-04-23,46,13
2023-04-30,42,11
2023-05-07,35,11
2023-05-14,35,10
2023-05-21,32,9
2023-05-28,28,6
2023-06-04,23,6
2023-06-11,18,3
2023-06-18,17,4
2023-06-25,14,0
2023-07-02,20,3
2023-07-09,13,3
2023-07-16,12,0
2023-07-23,9,0
2023-07-30,15,4
2023-08-06,11,0
2023-08-13,11,4
2023-08-20,11,0
2023-08-27,10,4
2023-09-03,9,0
2023-09-10,8,0
2023-09-17,9,0
2023-09-24,9,0
2023-10-01,13,0
2023-10-08,8,0
2023-10-15,9,0
2023-10-22,9,3
2023-10-29,11,4
2023-11-05,11,0
2023-11-12,13,5
2023-11-19,11,4
2023-11-26,14,4
2023-12-03,13,0
2023-12-10,16,4
2023-12-17,15,0
2023-12-24,15,0
2023-12-31,22,6
2024-01-07,30,7
2024-01-14,30,8
2024-01-21,37,9
2024-01-28,50,12
2024-02-04,59,12
2024-02-11,90,21
2024-02-18,88,21
2024-02-25,100,18
2024-03-03,80,18
2024-03-10,74,17
2024-03-17,70,16
2024-03-24,67,17
2024-03-31,77,18
2024-04-07,78,17
2024-04-14,86,18
2024-04-21,96,21
2024-04-28,90,17
2024-05-05,84,20
2024-05-12,74,15
2024-05-19,55,9
2024-05-26,38,7
2024-06-02,35,7
