Categoria: Todas as categorias

Semana,dengue: (Tocantins),sintomas dengue: (Tocantins)
2022-12-25,8,0
2023-01-01,13,0
2023-01-08,8,0
2023-01-15,13,0
2023-01-22,18,0
2023-01-29,11,0
2023-02-05,11,5
2023-02-12,11,6
2023-02-19,17,0
2023-02-26,12,0
2023-03-05,19,5
2023-03-12,18,7
2023-03-19,28,6
2023-03-26,23,7
2023-04-02,25,0
2023-04-09,26,6
2023-04-16,20,6
2023-04-23,24,9
2023-04-30,23,0
2023-05-07,24,0
2023-05-14,24,0
2023-05-21,18,5
2023-05-28,17,6
2023-06-04,14,0
2023-06-11,12,0
2023-06-18,10,0
2023-06-25,8,0
2023-07-02,8,0
2023-07-09,6,0
2023-07-16,0,0
2023-07-23,0,0
2023-07-30,0,0
2023-08-06,0,0
2023-08-13,8,0
2023-08-20,6,0
2023-08-27,6,0
2023-09-03,0,0
2023-09-10,0,0
2023-09-17,5,0
2023-09-24,0,0
2023-10-01,0,0
2023-10-08,0,0
2023-10-15,0,0
2023-10-22,0,0
2023-10-29,8,0
2023-11-05,7,0
2023-11-12,10,0
2023-11-19,0,0
2023-11-26,0,0
2023-12-03,8,0
2023-12-10,7,0
2023-12-17,0,6
2023-12-24,0,0
2023-12-31,8,0
2024-01-07,10,0
2024-01-14,11,0
2024-01-21,16,7
2024-01-28,21,6
2024-02-04,34,7
2024-02-11,49,9
2024-02-18,50,8
2024-02-25,54,8
2024-03-03,57,10
2024-03-10,41,9
2024-03-17,47,6
2024-03-24,33,7
2024-03-31,42,8
2024-04-07,46,7
2024-04-14,46,10
2024-04-21,38,0
2024-04-28,34,7
2024-05-05,33,0
2024-05-12,24,6
2024-05-19,18,3
2024-05-26,14,3
2024-06-02,14,3
