Categoria: Todas as categorias

Semana,dengue: (Rondônia),sintomas dengue: (Rondônia)
2021-11-07,16,0
2021-11-14,0,0
2021-11-21,11,0
2021-11-28,8,0
2021-12-05,8,0
2021-12-12,12,0
2021-12-19,15,0
2021-12-26,15,0
2022-01-02,22,0
2022-01-09,22,9
2022-01-16,27,0
2022-01-23,27,8
2022-01-30,26,9
2022-02-06,26,8
2022-02-13,24,10
2022-02-20,27,5
2022-02-27,28,8
2022-03-06,25,0
2022-03-13,28,0
2022-03-20,39,8
2022-03-27,39,0
2022-04-03,33,6
2022-04-10,37,10
2022-04-17,29,8
2022-04-24,39,13
2022-05-01,31,7
2022-05-08,31,8
2022-05-15,34,10
2022-05-22,29,0
2022-05-29,29,6
2022-06-05,26,7
2022-06-12,31,8
2022-06-19,24,8
2022-06-26,26,9
2022-07-03,17,6
2022-07-10,19,6
2022-07-17,17,8
2022-07-24,14,7
2022-07-31,11,0
2022-08-07,10,0
2022-08-14,11,0
2022-08-21,8,0
2022-08-28,11,0
2022-09-04,0,0
2022-09-11,10,5
2022-09-18,9,0
2022-09-25,5,0
2022-10-02,8,0
2022-10-09,9,0
2022-10-16,13,6
2022-10-23,11,0
2022-10-30,18,0
2022-11-06,11,0
2022-11-13,21,8
2022-11-20,18,6
2022-11-27,30,8
2022-12-04,24,8
2022-12-11,33,8
2022-12-18,36,13
2022-12-25,41,18
2023-01-01,45,12
2023-01-08,48,13
2023-01-15,50,11
2023-01-22,45,14
2023-01-29,41,14
2023-02-05,40,11
2023-02-12,55,12
2023-02-19,41,10
2023-02-26,51,17
2023-03-05,49,14
2023-03-12,46,12
2023-03-19,44,10
2023-03-26,41,10
2023-04-02,37,13
2023-04-09,24,8
2023-04-16,31,7
2023-04-23,22,0
2023-04-30,24,7
2023-05-07,16,7
2023-05-14,18,0
2023-05-21,14,0
2023-05-28,18,5
2023-06-04,12,0
2023-06-11,9,0
2023-06-18,12,0
2023-06-25,6,0
2023-07-02,10,0
2023-07-09,6,0
2023-07-16,0,0
2023-07-23,0,0
2023-07-30,9,0
2023-08-06,6,0
2023-08-13,10,0
2023-08-20,0,0
2023-08-27,9,0
2023-09-03,0,0
2023-09-10,13,0
2023-09-17,9,0
2023-09-24,7,0
2023-10-01,0,0
2023-10-08,0,0
2023-10-15,0,0
2023-10-22,12,0
2023-10-29,7,0
2023-11-05,9,0
2023-11-12,7,0
2023-11-19,6,0
2023-11-26,8,0
2023-12-03,11,0
2023-12-10,11,0
2023-12-17,19,0
2023-12-24,15,0
2023-12-31,15,9
2024-01-07,24,0
2024-01-14,31,8
2024-01-21,32,8
2024-01-28,46,11
2024-02-04,70,22
2024-02-11,83,18
2024-02-18,95,22
2024-02-25,100,21
2024-03-03,83,23
2024-03-10,77,15
2024-03-17,65,11
2024-03-24,57,0
2024-03-31,55,10
2024-04-07,46,0
2024-04-14,43,0
2024-04-21,35,7
2024-04-28,35,7
2024-05-05,21,0
2024-05-12,18,0
2024-05-19,13,3
2024-05-26,13,2
2024-06-02,14,2
