Categoria: Todas as categorias

Semana,dengue: (Amazonas),sintomas dengue: (Amazonas)
2022-01-09,9,4
2022-01-16,10,4
2022-01-23,10,0
2022-01-30,8,0
2022-02-06,8,0
2022-02-13,11,0
2022-02-20,13,3
2022-02-27,10,0
2022-03-06,11,0
2022-03-13,14,3
2022-03-20,18,4
2022-03-27,17,3
2022-04-03,16,0
2022-04-10,16,4
2022-04-17,15,4
2022-04-24,14,0
2022-05-01,17,0
2022-05-08,17,4
2022-05-15,19,4
2022-05-22,17,4
2022-05-29,17,6
2022-06-05,18,5
2022-06-12,18,3
2022-06-19,13,3
2022-06-26,9,0
2022-07-03,9,0
2022-07-10,7,3
2022-07-17,12,4
2022-07-24,12,0
2022-07-31,10,0
2022-08-07,9,0
2022-08-14,8,0
2022-08-21,8,0
2022-08-28,9,0
2022-09-04,8,3
2022-09-11,9,3
2022-09-18,11,0
2022-09-25,8,3
2022-10-02,7,3
2022-10-09,7,0
2022-10-16,10,0
2022-10-23,9,0
2022-10-30,7,0
2022-11-06,14,0
2022-11-13,11,0
2022-11-20,12,0
2022-11-27,12,0
2022-12-04,9,0
2022-12-11,8,0
2022-12-18,10,0
2022-12-25,12,4
2023-01-01,8,4
2023-01-08,10,3
2023-01-15,10,3
2023-01-22,8,0
2023-01-29,12,5
2023-02-05,11,3
2023-02-12,18,5
2023-02-19,17,3
2023-02-26,19,4
2023-03-05,16,3
2023-03-12,18,5
2023-03-19,19,5
2023-03-26,20,4
2023-04-02,13,4
2023-04-09,19,4
2023-04-16,14,4
2023-04-23,16,5
2023-04-30,13,5
2023-05-07,17,5
2023-05-14,17,4
2023-05-21,13,4
2023-05-28,13,4
2023-06-04,9,3
2023-06-11,11,4
2023-06-18,10,2
2023-06-25,10,4
2023-07-02,14,2
2023-07-09,13,0
2023-07-16,10,4
2023-07-23,10,3
2023-07-30,8,0
2023-08-06,10,0
2023-08-13,10,0
2023-08-20,6,0
2023-08-27,9,0
2023-09-03,4,0
2023-09-10,9,0
2023-09-17,10,3
2023-09-24,9,0
2023-10-01,7,0
2023-10-08,5,0
2023-10-15,6,0
2023-10-22,6,0
2023-10-29,7,0
2023-11-05,10,0
2023-11-12,12,0
2023-11-19,10,0
2023-11-26,11,0
2023-12-03,14,3
2023-12-10,21,4
2023-12-17,27,9
2023-12-24,53,17
2023-12-31,91,31
2024-01-07,86,25
2024-01-14,88,27
2024-01-21,90,24
2024-01-28,67,18
2024-02-04,80,24
2024-02-11,81,22
2024-02-18,100,24
2024-02-25,96,21
2024-03-03,84,16
2024-03-10,71,14
2024-03-17,61,15
2024-03-24,46,8
2024-03-31,48,9
2024-04-07,43,12
2024-04-14,49,9
2024-04-21,40,7
2024-04-28,27,6
2024-05-05,24,4
2024-05-12,16,3
2024-05-19,20,0
2024-05-26,19,0
2024-06-02,19,0
2024-06-09,23,3
2024-06-16,17,4
2024-06-23,14,4
2024-06-30,11,0
2024-07-07,11,0
2024-07-14,13,0
2024-07-21,12,0
2024-07-28,12,0
2024-08-04,9,0
2024-08-11,8,0
2024-08-18,10,0
2024-08-25,8,0
2024-09-01,7,0
2024-09-08,10,4
2024-09-15,11,0
2024-09-22,9,0
2024-09-29,11,0
2024-10-06,7,0
2024-10-13,8,0
2024-10-20,7,0
2024-10-27,8,0
2024-11-03,11,0
2024-11-10,10,0
2024-11-17,13,0
2024-11-24,11,0
2024-12-01,11,0
2024-12-08,8,0
2024-12-15,6,0
2024-12-22,11,0
2024-12-29,10,0
2025-01-05,22,0
2025-01-12,20,0
2025-01-19,20,0
2025-01-26,19,0
2025-02-02,10,0
2025-02-09,15,3
2025-02-16,19,3
2025-02-23,18,4
2025-03-02,13,0
2025-03-09,15,0
2025-03-16,14,0
2025-03-23,13,0
2025-03-30,13,0
2025-04-06,17,<1
2025-04-13,13,2
2025-04-20,14,3
