Categoria: Todas as categorias

Semana,dengue: (Tocantins),sintomas dengue: (Tocantins)
2022-02-20,30,5
2022-02-27,29,6
2022-03-06,30,8
2022-03-13,47,11
2022-03-20,52,9
2022-03-27,44,8
2022-04-03,42,9
2022-04-10,33,6
2022-04-17,34,10
2022-04-24,36,10
2022-05-01,44,8
2022-05-08,41,9
2022-05-15,42,8
2022-05-22,33,8
2022-05-29,29,7
2022-06-05,25,8
2022-06-12,20,6
2022-06-19,20,4
2022-06-26,14,0
2022-07-03,12,5
2022-07-10,13,4
2022-07-17,9,0
2022-07-24,7,0
2022-07-31,6,0
2022-08-07,7,0
2022-08-14,5,3
2022-08-21,9,3
2022-08-28,9,3
2022-09-04,5,0
2022-09-11,7,0
2022-09-18,9,0
2022-09-25,6,0
2022-10-02,3,0
2022-10-09,4,0
2022-10-16,9,0
2022-10-23,7,0
2022-10-30,7,0
2022-11-06,11,0
2022-11-13,9,0
2022-11-20,13,0
2022-11-27,11,3
2022-12-04,11,0
2022-12-11,10,0
2022-12-18,11,0
2022-12-25,8,4
2023-01-01,15,4
2023-01-08,11,5
2023-01-15,13,5
2023-01-22,16,4
2023-01-29,14,3
2023-02-05,14,4
2023-02-12,15,4
2023-02-19,17,0
2023-02-26,13,4
2023-03-05,21,4
2023-03-12,21,4
2023-03-19,29,6
2023-03-26,25,7
2023-04-02,24,7
2023-04-09,29,6
2023-04-16,22,7
2023-04-23,25,8
2023-04-30,27,4
2023-05-07,23,3
2023-05-14,23,4
2023-05-21,21,4
2023-05-28,15,5
2023-06-04,12,3
2023-06-11,11,0
2023-06-18,10,0
2023-06-25,9,0
2023-07-02,8,0
2023-07-09,4,0
2023-07-16,5,0
2023-07-23,0,0
2023-07-30,3,0
2023-08-06,5,0
2023-08-13,9,0
2023-08-20,5,0
2023-08-27,6,0
2023-09-03,0,0
2023-09-10,6,0
2023-09-17,5,0
2023-09-24,5,0
2023-10-01,4,0
2023-10-08,4,0
2023-10-15,5,0
2023-10-22,6,0
2023-10-29,6,0
2023-11-05,6,0
2023-11-12,6,0
2023-11-19,7,0
2023-11-26,7,0
2023-12-03,8,0
2023-12-10,7,0
2023-12-17,5,0
2023-12-24,9,0
2023-12-31,7,0
2024-01-07,11,0
2024-01-14,9,0
2024-01-21,14,0
2024-01-28,23,7
2024-02-04,34,7
2024-02-11,46,11
2024-02-18,53,11
2024-02-25,58,10
2024-03-03,56,10
2024-03-10,48,8
2024-03-17,51,7
2024-03-24,33,7
2024-03-31,44,8
2024-04-07,45,9
2024-04-14,48,11
2024-04-21,39,0
2024-04-28,36,6
2024-05-05,32,4
2024-05-12,23,0
2024-05-19,19,4
2024-05-26,12,0
2024-06-02,18,0
2024-06-09,10,0
2024-06-16,6,0
2024-06-23,10,0
2024-06-30,7,0
2024-07-07,6,0
2024-07-14,8,0
2024-07-21,7,0
2024-07-28,7,0
2024-08-04,7,0
2024-08-11,7,0
2024-08-18,5,0
2024-08-25,5,0
2024-09-01,10,0
2024-09-08,7,0
2024-09-15,0,0
2024-09-22,4,0
2024-09-29,0,0
2024-10-06,4,0
2024-10-13,8,0
2024-10-20,8,0
2024-10-27,6,0
2024-11-03,7,0
2024-11-10,10,0
2024-11-17,10,0
2024-11-24,11,0
2024-12-01,11,0
2024-12-08,10,0
2024-12-15,8,0
2024-12-22,10,0
2024-12-29,6,0
2025-01-05,8,0
2025-01-12,13,0
2025-01-19,13,0
2025-01-26,15,0
2025-02-02,14,0
2025-02-09,17,0
2025-02-16,17,0
2025-02-23,23,0
2025-03-02,15,0
2025-03-09,21,0
2025-03-16,17,0
2025-03-23,20,4
2025-03-30,15,0
2025-04-06,14,0
2025-04-13,17,3
2025-04-20,18,3
