Categoria: Todas as categorias

Semana,dengue: (Rondônia),sintomas dengue: (Rondônia)
2024-03-17,72,11
2024-03-24,51,8
2024-03-31,57,13
2024-04-07,47,12
2024-04-14,44,9
2024-04-21,42,7
2024-04-28,40,8
2024-05-05,25,5
2024-05-12,16,0
2024-05-19,16,5
2024-05-26,20,0
2024-06-02,14,0
2024-06-09,9,0
2024-06-16,13,0
2024-06-23,10,0
2024-06-30,12,0
2024-07-07,12,0
2024-07-14,10,0
2024-07-21,7,9
2024-07-28,8,0
2024-08-04,6,0
2024-08-11,9,0
2024-08-18,10,0
2024-08-25,10,0
2024-09-01,7,0
2024-09-08,9,0
2024-09-15,6,0
2024-09-22,9,0
2024-09-29,6,0
2024-10-06,6,0
2024-10-13,6,0
2024-10-20,12,0
2024-10-27,9,0
2024-11-03,7,0
2024-11-10,10,0
2024-11-17,12,0
2024-11-24,16,0
2024-12-01,11,0
2024-12-08,10,0
2024-12-15,8,0
2024-12-22,12,0
2024-12-29,10,0
2025-01-05,10,0
2025-01-12,14,0
2025-01-19,9,2
2025-01-26,15,4
2025-02-02,14,2
