Categoria: Todas as categorias

Semana,dengue: (Rondônia),sintomas dengue: (Rondônia),tratamento dengue: (Rondônia)
2021-01-24,22,8,0
2021-01-31,12,0,0
2021-02-07,18,0,0
2021-02-14,16,0,0
2021-02-21,16,7,0
2021-02-28,20,7,0
2021-03-07,27,8,0
2021-03-14,22,6,0
2021-03-21,17,0,0
2021-03-28,18,0,0
2021-04-04,18,0,0
2021-04-11,19,0,0
2021-04-18,13,7,0
2021-04-25,12,0,0
2021-05-02,11,0,0
2021-05-09,11,0,0
2021-05-16,14,0,0
2021-05-23,19,0,0
2021-05-30,12,0,0
2021-06-06,12,0,0
2021-06-13,11,0,0
2021-06-20,11,0,0
2021-06-27,0,0,0
2021-07-04,0,0,0
2021-07-11,8,0,0
2021-07-18,0,0,0
2021-07-25,0,0,0
2021-08-01,7,0,0
2021-08-08,0,0,0
2021-08-15,0,0,0
2021-08-22,0,0,0
2021-08-29,0,0,0
2021-09-05,0,0,0
2021-09-12,0,0,0
2021-09-19,0,0,0
2021-09-26,0,0,0
2021-10-03,0,0,0
2021-10-10,9,0,0
2021-10-17,9,0,0
2021-10-24,11,0,0
2021-10-31,0,0,0
2021-11-07,11,0,0
2021-11-14,8,0,0
2021-11-21,18,0,0
2021-11-28,7,0,0
2021-12-05,0,0,0
2021-12-12,12,0,0
2021-12-19,14,0,0
2021-12-26,14,0,0
2022-01-02,19,8,0
2022-01-09,23,0,0
2022-01-16,29,0,0
2022-01-23,25,0,0
2022-01-30,25,7,0
2022-02-06,26,7,0
2022-02-13,25,9,0
2022-02-20,26,6,0
2022-02-27,29,10,0
2022-03-06,29,6,0
2022-03-13,28,0,0
2022-03-20,36,9,5
2022-03-27,40,8,4
2022-04-03,32,8,0
2022-04-10,37,10,0
2022-04-17,30,7,0
2022-04-24,36,8,0
2022-05-01,30,5,0
2022-05-08,30,7,0
2022-05-15,35,11,0
2022-05-22,29,0,0
2022-05-29,26,9,0
2022-06-05,26,5,0
2022-06-12,31,9,0
2022-06-19,24,7,0
2022-06-26,24,11,0
2022-07-03,20,5,0
2022-07-10,19,5,0
2022-07-17,15,10,0
2022-07-24,13,10,0
2022-07-31,12,0,0
2022-08-07,9,0,0
2022-08-14,11,0,0
2022-08-21,11,0,0
2022-08-28,15,6,0
2022-09-04,0,0,0
2022-09-11,9,0,0
2022-09-18,8,0,0
2022-09-25,0,0,0
2022-10-02,9,0,0
2022-10-09,10,0,0
2022-10-16,13,0,0
2022-10-23,11,0,0
2022-10-30,16,0,0
2022-11-06,10,6,0
2022-11-13,27,8,0
2022-11-20,21,7,0
2022-11-27,30,8,0
2022-12-04,26,8,0
2022-12-11,33,12,0
2022-12-18,34,15,0
2022-12-25,42,14,0
2023-01-01,49,9,0
2023-01-08,46,15,0
2023-01-15,52,11,0
2023-01-22,48,15,0
2023-01-29,43,15,0
2023-02-05,41,12,0
2023-02-12,49,13,0
2023-02-19,42,10,0
2023-02-26,53,18,0
2023-03-05,47,12,0
2023-03-12,52,12,0
2023-03-19,45,11,0
2023-03-26,40,11,0
2023-04-02,37,12,0
2023-04-09,25,6,0
2023-04-16,29,8,0
2023-04-23,20,5,0
2023-04-30,23,5,0
2023-05-07,16,6,0
2023-05-14,19,6,0
2023-05-21,15,5,0
2023-05-28,18,8,6
2023-06-04,15,0,0
2023-06-11,10,0,0
2023-06-18,12,0,0
2023-06-25,10,0,0
2023-07-02,11,0,0
2023-07-09,0,0,0
2023-07-16,7,0,0
2023-07-23,0,0,0
2023-07-30,0,0,0
2023-08-06,0,0,0
2023-08-13,9,0,0
2023-08-20,0,0,0
2023-08-27,9,0,0
2023-09-03,0,0,0
2023-09-10,9,0,0
2023-09-17,0,0,0
2023-09-24,0,0,0
2023-10-01,0,0,0
2023-10-08,7,0,0
2023-10-15,6,0,0
2023-10-22,9,0,0
2023-10-29,7,7,0
2023-11-05,11,0,0
2023-11-12,8,0,0
2023-11-19,0,6,0
2023-11-26,12,0,0
2023-12-03,12,0,0
2023-12-10,11,0,0
2023-12-17,14,0,0
2023-12-24,16,0,0
2023-12-31,20,13,0
2024-01-07,21,7,0
2024-01-14,27,13,0
2024-01-21,33,8,0
2024-01-28,46,15,0
2024-02-04,68,15,0
2024-02-11,84,17,0
2024-02-18,94,20,0
2024-02-25,100,18,0
2024-03-03,83,14,0
2024-03-10,80,16,0
2024-03-17,65,9,0
2024-03-24,57,12,0
2024-03-31,54,11,0
2024-04-07,44,8,0
2024-04-14,35,7,1
2024-04-21,35,8,1
2024-04-28,31,7,0
