Categoria: Todas as categorias

Semana,dengue: (Mato Grosso),sintomas dengue: (Mato Grosso)
2022-06-19,25,8
2022-06-26,26,8
2022-07-03,16,8
2022-07-10,19,6
2022-07-17,15,5
2022-07-24,13,4
2022-07-31,10,3
2022-08-07,7,0
2022-08-14,7,0
2022-08-21,12,0
2022-08-28,9,0
2022-09-04,9,0
2022-09-11,9,0
2022-09-18,9,0
2022-09-25,8,0
2022-10-02,10,0
2022-10-09,8,0
2022-10-16,10,4
2022-10-23,14,4
2022-10-30,9,0
2022-11-06,13,3
2022-11-13,14,5
2022-11-20,13,3
2022-11-27,14,0
2022-12-04,11,5
2022-12-11,19,6
2022-12-18,14,6
2022-12-25,21,5
2023-01-01,20,5
2023-01-08,20,5
2023-01-15,25,5
2023-01-22,20,4
2023-01-29,22,4
2023-02-05,29,7
2023-02-12,31,7
2023-02-19,37,11
2023-02-26,40,11
2023-03-05,34,11
2023-03-12,42,10
2023-03-19,36,13
2023-03-26,65,22
2023-04-02,54,20
2023-04-09,57,16
2023-04-16,50,15
2023-04-23,48,13
2023-04-30,44,12
2023-05-07,35,10
2023-05-14,36,9
2023-05-21,33,9
2023-05-28,31,7
2023-06-04,24,6
2023-06-11,18,4
2023-06-18,16,4
2023-06-25,11,0
2023-07-02,19,4
2023-07-09,13,3
2023-07-16,14,4
2023-07-23,9,0
2023-07-30,13,0
2023-08-06,10,0
2023-08-13,11,4
2023-08-20,11,0
2023-08-27,9,3
2023-09-03,7,0
2023-09-10,9,4
2023-09-17,10,0
2023-09-24,9,0
2023-10-01,13,0
2023-10-08,6,0
2023-10-15,11,0
2023-10-22,9,0
2023-10-29,12,0
2023-11-05,10,0
2023-11-12,14,4
2023-11-19,10,0
2023-11-26,13,4
2023-12-03,13,0
2023-12-10,14,5
2023-12-17,16,5
2023-12-24,14,6
2023-12-31,24,6
2024-01-07,29,11
2024-01-14,34,8
2024-01-21,37,10
2024-01-28,49,9
2024-02-04,61,17
2024-02-11,89,20
2024-02-18,90,22
2024-02-25,100,18
2024-03-03,80,20
2024-03-10,77,17
2024-03-17,73,15
2024-03-24,70,16
2024-03-31,74,20
2024-04-07,80,23
2024-04-14,87,17
2024-04-21,95,22
2024-04-28,93,13
2024-05-05,81,15
2024-05-12,69,13
