Categoria: Todas as categorias

Semana,dengue: (Paraíba),sintomas dengue: (Paraíba)
2021-10-24,8,0
2021-10-31,6,0
2021-11-07,7,0
2021-11-14,8,0
2021-11-21,7,0
2021-11-28,9,0
2021-12-05,6,0
2021-12-12,8,0
2021-12-19,7,0
2021-12-26,5,0
2022-01-02,7,0
2022-01-09,8,0
2022-01-16,5,4
2022-01-23,10,0
2022-01-30,8,0
2022-02-06,9,0
2022-02-13,11,3
2022-02-20,11,3
2022-02-27,12,5
2022-03-06,13,3
2022-03-13,17,3
2022-03-20,20,4
2022-03-27,21,6
2022-04-03,35,10
2022-04-10,34,9
2022-04-17,43,11
2022-04-24,56,15
2022-05-01,47,12
2022-05-08,63,17
2022-05-15,80,24
2022-05-22,71,18
2022-05-29,58,14
2022-06-05,70,19
2022-06-12,71,19
2022-06-19,63,20
2022-06-26,54,17
2022-07-03,50,16
2022-07-10,47,14
2022-07-17,40,12
2022-07-24,32,7
2022-07-31,30,8
2022-08-07,24,6
2022-08-14,23,3
2022-08-21,14,4
2022-08-28,12,3
2022-09-04,11,0
2022-09-11,12,3
2022-09-18,8,0
2022-09-25,8,0
2022-10-02,8,0
2022-10-09,7,0
2022-10-16,7,0
2022-10-23,4,0
2022-10-30,6,0
2022-11-06,8,0
2022-11-13,5,0
2022-11-20,8,0
2022-11-27,4,0
2022-12-04,6,0
2022-12-11,5,0
2022-12-18,6,0
2022-12-25,6,0
2023-01-01,6,0
2023-01-08,3,0
2023-01-15,5,0
2023-01-22,5,0
2023-01-29,6,0
2023-02-05,6,0
2023-02-12,9,0
2023-02-19,5,0
2023-02-26,7,0
2023-03-05,10,0
2023-03-12,11,3
2023-03-19,11,4
2023-03-26,15,3
2023-04-02,18,7
2023-04-09,19,0
2023-04-16,16,5
2023-04-23,16,4
2023-04-30,15,4
2023-05-07,16,4
2023-05-14,13,4
2023-05-21,10,3
2023-05-28,9,0
2023-06-04,11,0
2023-06-11,7,0
2023-06-18,11,4
2023-06-25,6,0
2023-07-02,8,0
2023-07-09,10,0
2023-07-16,6,0
2023-07-23,10,0
2023-07-30,4,0
2023-08-06,4,0
2023-08-13,8,0
2023-08-20,5,0
2023-08-27,7,0
2023-09-03,5,0
2023-09-10,4,0
2023-09-17,4,0
2023-09-24,6,0
2023-10-01,6,0
2023-10-08,3,6
2023-10-15,6,0
2023-10-22,4,0
2023-10-29,4,0
2023-11-05,6,0
2023-11-12,4,0
2023-11-19,6,0
2023-11-26,7,0
2023-12-03,5,0
2023-12-10,4,0
2023-12-17,6,0
2023-12-24,5,0
2023-12-31,7,0
2024-01-07,5,0
2024-01-14,8,0
2024-01-21,15,3
2024-01-28,15,4
2024-02-04,25,7
2024-02-11,53,13
2024-02-18,93,17
2024-02-25,100,19
2024-03-03,99,20
2024-03-10,83,16
2024-03-17,78,18
2024-03-24,54,11
2024-03-31,55,11
2024-04-07,63,10
2024-04-14,54,12
2024-04-21,45,9
2024-04-28,37,5
2024-05-05,26,5
2024-05-12,22,5
