Categoria: Todas as categorias

Semana,dengue: (Tocantins),sintomas dengue: (Tocantins)
2022-02-13,40,10
2022-02-20,29,6
2022-02-27,28,7
2022-03-06,32,8
2022-03-13,47,10
2022-03-20,50,9
2022-03-27,42,8
2022-04-03,41,9
2022-04-10,32,8
2022-04-17,34,9
2022-04-24,36,7
2022-05-01,43,9
2022-05-08,40,8
2022-05-15,42,8
2022-05-22,32,7
2022-05-29,27,6
2022-06-05,24,6
2022-06-12,19,5
2022-06-19,21,3
2022-06-26,14,3
2022-07-03,11,4
2022-07-10,13,5
2022-07-17,10,5
2022-07-24,8,0
2022-07-31,7,0
2022-08-07,8,0
2022-08-14,8,0
2022-08-21,9,0
2022-08-28,8,0
2022-09-04,4,0
2022-09-11,6,0
2022-09-18,8,0
2022-09-25,8,0
2022-10-02,5,0
2022-10-09,5,0
2022-10-16,9,0
2022-10-23,7,0
2022-10-30,7,0
2022-11-06,10,3
2022-11-13,10,3
2022-11-20,12,0
2022-11-27,11,3
2022-12-04,11,0
2022-12-11,9,0
2022-12-18,10,0
2022-12-25,10,0
2023-01-01,14,5
2023-01-08,10,3
2023-01-15,11,5
2023-01-22,17,4
2023-01-29,14,5
2023-02-05,12,3
2023-02-12,14,3
2023-02-19,15,0
2023-02-26,14,0
2023-03-05,18,4
2023-03-12,19,3
2023-03-19,27,6
2023-03-26,24,6
2023-04-02,24,6
2023-04-09,28,5
2023-04-16,22,6
2023-04-23,25,8
2023-04-30,24,5
2023-05-07,22,4
2023-05-14,22,0
2023-05-21,20,6
2023-05-28,15,0
2023-06-04,11,0
2023-06-11,8,0
2023-06-18,10,0
2023-06-25,9,0
2023-07-02,8,5
2023-07-09,5,0
2023-07-16,5,0
2023-07-23,0,0
2023-07-30,5,0
2023-08-06,5,4
2023-08-13,6,0
2023-08-20,4,0
2023-08-27,6,0
2023-09-03,6,0
2023-09-10,5,0
2023-09-17,5,0
2023-09-24,5,0
2023-10-01,4,0
2023-10-08,6,0
2023-10-15,5,0
2023-10-22,6,0
2023-10-29,6,0
2023-11-05,7,0
2023-11-12,6,0
2023-11-19,5,0
2023-11-26,6,0
2023-12-03,7,0
2023-12-10,7,0
2023-12-17,6,0
2023-12-24,9,0
2023-12-31,8,0
2024-01-07,11,0
2024-01-14,8,0
2024-01-21,15,0
2024-01-28,22,7
2024-02-04,35,7
2024-02-11,44,9
2024-02-18,51,11
2024-02-25,55,9
2024-03-03,55,10
2024-03-10,44,6
2024-03-17,49,7
2024-03-24,33,8
2024-03-31,43,11
2024-04-07,40,9
2024-04-14,46,11
2024-04-21,38,7
2024-04-28,33,7
2024-05-05,29,6
2024-05-12,24,5
2024-05-19,19,6
2024-05-26,12,4
2024-06-02,18,0
2024-06-09,10,0
2024-06-16,7,0
2024-06-23,9,0
2024-06-30,6,0
2024-07-07,6,0
2024-07-14,8,0
2024-07-21,7,0
2024-07-28,7,0
2024-08-04,6,<1
2024-08-11,7,1
2024-08-18,6,1
