Categoria: Todas as categorias

Semana,dengue: (Rondônia),sintomas dengue: (Rondônia)
2022-04-10,38,9
2022-04-17,34,9
2022-04-24,39,9
2022-05-01,33,7
2022-05-08,37,11
2022-05-15,31,12
2022-05-22,33,6
2022-05-29,28,7
2022-06-05,28,6
2022-06-12,29,7
2022-06-19,25,8
2022-06-26,27,8
2022-07-03,19,6
2022-07-10,16,6
2022-07-17,16,7
2022-07-24,15,11
2022-07-31,11,4
2022-08-07,12,5
2022-08-14,13,4
2022-08-21,12,3
2022-08-28,12,0
2022-09-04,8,0
2022-09-11,12,0
2022-09-18,7,0
2022-09-25,6,0
2022-10-02,8,0
2022-10-09,9,0
2022-10-16,14,6
2022-10-23,11,0
2022-10-30,16,0
2022-11-06,13,3
2022-11-13,22,7
2022-11-20,22,6
2022-11-27,27,8
2022-12-04,24,7
2022-12-11,35,11
2022-12-18,38,15
2022-12-25,44,15
2023-01-01,44,16
2023-01-08,49,13
2023-01-15,52,15
2023-01-22,45,16
2023-01-29,44,13
2023-02-05,42,11
2023-02-12,58,14
2023-02-19,48,12
2023-02-26,51,19
2023-03-05,52,15
2023-03-12,49,13
2023-03-19,47,14
2023-03-26,47,12
2023-04-02,39,9
2023-04-09,30,10
2023-04-16,32,7
2023-04-23,24,5
2023-04-30,23,6
2023-05-07,21,6
2023-05-14,19,6
2023-05-21,17,6
2023-05-28,17,6
2023-06-04,13,0
2023-06-11,13,0
2023-06-18,12,0
2023-06-25,9,0
2023-07-02,10,0
2023-07-09,0,0
2023-07-16,6,5
2023-07-23,6,0
2023-07-30,4,4
2023-08-06,6,0
2023-08-13,8,0
2023-08-20,6,0
2023-08-27,8,0
2023-09-03,6,0
2023-09-10,8,0
2023-09-17,7,0
2023-09-24,9,0
2023-10-01,6,0
2023-10-08,7,0
2023-10-15,9,0
2023-10-22,13,0
2023-10-29,9,0
2023-11-05,9,0
2023-11-12,7,0
2023-11-19,6,0
2023-11-26,9,0
2023-12-03,9,0
2023-12-10,11,4
2023-12-17,17,0
2023-12-24,16,6
2023-12-31,22,7
2024-01-07,23,6
2024-01-14,26,7
2024-01-21,29,9
2024-01-28,46,12
2024-02-04,69,20
2024-02-11,94,22
2024-02-18,96,16
2024-02-25,100,24
2024-03-03,83,16
2024-03-10,87,18
2024-03-17,73,9
2024-03-24,52,8
2024-03-31,58,11
2024-04-07,47,12
2024-04-14,45,10
2024-04-21,42,8
2024-04-28,37,7
2024-05-05,27,0
2024-05-12,18,0
2024-05-19,17,5
2024-05-26,17,0
2024-06-02,18,0
2024-06-09,8,0
2024-06-16,13,0
2024-06-23,10,0
2024-06-30,12,0
2024-07-07,12,0
2024-07-14,6,0
2024-07-21,7,0
2024-07-28,7,0
2024-08-04,7,<1
2024-08-11,8,1
2024-08-18,9,2
