Categoria: Todas as categorias

Semana,dengue: (Mato Grosso),sintomas dengue: (Mato Grosso)
2022-10-09,8,3
2022-10-16,11,4
2022-10-23,14,3
2022-10-30,11,3
2022-11-06,15,4
2022-11-13,17,5
2022-11-20,12,4
2022-11-27,13,3
2022-12-04,15,5
2022-12-11,23,8
2022-12-18,16,5
2022-12-25,22,7
2023-01-01,21,7
2023-01-08,23,7
2023-01-15,27,7
2023-01-22,24,7
2023-01-29,28,7
2023-02-05,30,7
2023-02-12,33,9
2023-02-19,39,11
2023-02-26,40,12
2023-03-05,35,10
2023-03-12,43,12
2023-03-19,45,12
2023-03-26,68,22
2023-04-02,57,20
2023-04-09,55,18
2023-04-16,51,16
2023-04-23,51,16
2023-04-30,43,14
2023-05-07,36,10
2023-05-14,38,11
2023-05-21,36,10
2023-05-28,31,7
2023-06-04,25,7
2023-06-11,20,4
2023-06-18,19,5
2023-06-25,14,3
2023-07-02,21,3
2023-07-09,14,3
2023-07-16,12,3
2023-07-23,10,2
2023-07-30,15,4
2023-08-06,10,3
2023-08-13,12,4
2023-08-20,14,2
2023-08-27,11,4
2023-09-03,10,2
2023-09-10,10,3
2023-09-17,9,3
2023-09-24,10,2
2023-10-01,15,4
2023-10-08,8,3
2023-10-15,11,2
2023-10-22,11,0
2023-10-29,12,3
2023-11-05,12,3
2023-11-12,12,4
2023-11-19,10,3
2023-11-26,15,5
2023-12-03,14,2
2023-12-10,13,4
2023-12-17,17,4
2023-12-24,19,5
2023-12-31,23,6
2024-01-07,30,8
2024-01-14,33,8
2024-01-21,41,11
2024-01-28,53,12
2024-02-04,64,15
2024-02-11,95,22
2024-02-18,94,24
2024-02-25,100,18
2024-03-03,86,17
2024-03-10,77,17
2024-03-17,79,16
2024-03-24,70,16
2024-03-31,83,20
2024-04-07,91,20
2024-04-14,89,18
2024-04-21,98,22
2024-04-28,96,20
2024-05-05,89,20
2024-05-12,78,15
2024-05-19,64,10
2024-05-26,48,10
2024-06-02,41,8
2024-06-09,43,8
2024-06-16,35,6
2024-06-23,31,5
2024-06-30,26,6
2024-07-07,19,4
2024-07-14,18,5
2024-07-21,18,6
2024-07-28,19,0
2024-08-04,15,4
2024-08-11,16,3
2024-08-18,17,3
