Categoria: Todas as categorias

Semana,dengue: (Acre),sintomas dengue: (Acre)
2022-03-27,9,0
2022-04-03,8,0
2022-04-10,7,0
2022-04-17,8,0
2022-04-24,8,0
2022-05-01,11,0
2022-05-08,9,0
2022-05-15,4,0
2022-05-22,7,0
2022-05-29,0,0
2022-06-05,0,0
2022-06-12,0,0
2022-06-19,8,0
2022-06-26,7,0
2022-07-03,4,0
2022-07-10,10,0
2022-07-17,0,0
2022-07-24,7,0
2022-07-31,7,0
2022-08-07,7,0
2022-08-14,5,0
2022-08-21,4,0
2022-08-28,0,0
2022-09-04,6,0
2022-09-11,4,0
2022-09-18,5,0
2022-09-25,0,0
2022-10-02,5,0
2022-10-09,0,0
2022-10-16,6,0
2022-10-23,5,0
2022-10-30,5,0
2022-11-06,7,0
2022-11-13,9,0
2022-11-20,7,0
2022-11-27,6,0
2022-12-04,8,0
2022-12-11,6,0
2022-12-18,6,0
2022-12-25,7,0
2023-01-01,10,0
2023-01-08,7,0
2023-01-15,9,0
2023-01-22,7,0
2023-01-29,14,0
2023-02-05,16,0
2023-02-12,20,0
2023-02-19,13,0
2023-02-26,16,5
2023-03-05,16,0
2023-03-12,18,4
2023-03-19,14,0
2023-03-26,17,5
2023-04-02,22,7
2023-04-09,22,4
2023-04-16,23,8
2023-04-23,18,5
2023-04-30,15,0
2023-05-07,11,0
2023-05-14,13,7
2023-05-21,11,0
2023-05-28,9,0
2023-06-04,6,0
2023-06-11,0,0
2023-06-18,4,0
2023-06-25,4,0
2023-07-02,9,0
2023-07-09,9,0
2023-07-16,5,0
2023-07-23,5,0
2023-07-30,0,0
2023-08-06,0,0
2023-08-13,0,0
2023-08-20,6,0
2023-08-27,6,0
2023-09-03,0,0
2023-09-10,0,0
2023-09-17,5,0
2023-09-24,0,0
2023-10-01,6,0
2023-10-08,6,0
2023-10-15,8,0
2023-10-22,8,0
2023-10-29,9,0
2023-11-05,15,0
2023-11-12,13,0
2023-11-19,21,4
2023-11-26,27,6
2023-12-03,43,14
2023-12-10,84,18
2023-12-17,100,20
2023-12-24,93,20
2023-12-31,94,18
2024-01-07,90,16
2024-01-14,58,8
2024-01-21,46,8
2024-01-28,32,7
2024-02-04,29,8
2024-02-11,35,7
2024-02-18,32,0
2024-02-25,19,0
2024-03-03,20,0
2024-03-10,20,0
2024-03-17,17,0
2024-03-24,15,0
2024-03-31,13,0
2024-04-07,20,0
2024-04-14,21,0
2024-04-21,20,0
2024-04-28,14,0
2024-05-05,8,0
2024-05-12,10,0
2024-05-19,6,0
2024-05-26,0,0
2024-06-02,9,0
2024-06-09,10,0
2024-06-16,5,0
2024-06-23,6,0
2024-06-30,6,6
2024-07-07,0,0
2024-07-14,0,0
2024-07-21,6,0
2024-07-28,0,0
2024-08-04,0,0
2024-08-11,0,0
2024-08-18,8,0
2024-08-25,5,0
2024-09-01,0,0
2024-09-08,0,0
2024-09-15,0,0
2024-09-22,0,0
2024-09-29,0,0
2024-10-06,5,0
2024-10-13,0,0
2024-10-20,8,0
2024-10-27,13,0
