Categoria: Todas as categorias

Semana,dengue: (Paraíba),sintomas dengue: (Paraíba)
2022-10-30,6,0
2022-11-06,8,0
2022-11-13,7,2
2022-11-20,6,2
2022-11-27,7,0
2022-12-04,6,0
2022-12-11,5,0
2022-12-18,4,0
2022-12-25,5,0
2023-01-01,4,0
2023-01-08,4,0
2023-01-15,4,0
2023-01-22,5,0
2023-01-29,6,0
2023-02-05,5,0
2023-02-12,7,2
2023-02-19,5,0
2023-02-26,8,0
2023-03-05,10,2
2023-03-12,10,3
2023-03-19,10,3
2023-03-26,16,3
2023-04-02,16,6
2023-04-09,18,5
2023-04-16,15,5
2023-04-23,14,4
2023-04-30,16,3
2023-05-07,14,5
2023-05-14,14,3
2023-05-21,10,2
2023-05-28,7,0
2023-06-04,11,3
2023-06-11,7,0
2023-06-18,10,2
2023-06-25,8,0
2023-07-02,8,0
2023-07-09,9,0
2023-07-16,6,2
2023-07-23,9,3
2023-07-30,4,0
2023-08-06,5,0
2023-08-13,7,0
2023-08-20,6,0
2023-08-27,5,0
2023-09-03,5,0
2023-09-10,5,0
2023-09-17,6,2
2023-09-24,6,0
2023-10-01,5,0
2023-10-08,2,0
2023-10-15,5,0
2023-10-22,5,0
2023-10-29,4,0
2023-11-05,5,0
2023-11-12,6,0
2023-11-19,7,0
2023-11-26,6,0
2023-12-03,5,0
2023-12-10,5,0
2023-12-17,5,0
2023-12-24,7,0
2023-12-31,8,0
2024-01-07,5,0
2024-01-14,7,3
2024-01-21,12,3
2024-01-28,16,4
2024-02-04,27,7
2024-02-11,52,14
2024-02-18,87,16
2024-02-25,100,20
2024-03-03,98,22
2024-03-10,82,17
2024-03-17,78,18
2024-03-24,50,13
2024-03-31,54,12
2024-04-07,58,10
2024-04-14,47,10
2024-04-21,41,8
2024-04-28,32,9
2024-05-05,26,5
2024-05-12,20,4
2024-05-19,21,4
2024-05-26,16,4
2024-06-02,17,4
2024-06-09,19,4
2024-06-16,17,0
2024-06-23,13,2
2024-06-30,14,2
2024-07-07,12,2
2024-07-14,13,4
2024-07-21,13,2
2024-07-28,10,0
2024-08-04,9,2
2024-08-11,11,0
2024-08-18,10,2
2024-08-25,10,2
2024-09-01,8,0
2024-09-08,8,2
2024-09-15,6,0
2024-09-22,5,0
2024-09-29,7,0
2024-10-06,6,0
2024-10-13,8,0
2024-10-20,4,0
2024-10-27,7,0
