Categoria: Todas as categorias

Semana,dengue: (Alagoas),sintomas dengue: (Alagoas)
2022-09-11,17,4
2022-09-18,16,4
2022-09-25,13,0
2022-10-02,9,0
2022-10-09,6,3
2022-10-16,11,0
2022-10-23,9,3
2022-10-30,8,2
2022-11-06,9,3
2022-11-13,10,0
2022-11-20,9,3
2022-11-27,10,4
2022-12-04,5,0
2022-12-11,9,0
2022-12-18,7,0
2022-12-25,7,3
2023-01-01,9,0
2023-01-08,6,0
2023-01-15,7,0
2023-01-22,5,0
2023-01-29,5,0
2023-02-05,7,0
2023-02-12,10,0
2023-02-19,8,3
2023-02-26,10,0
2023-03-05,9,0
2023-03-12,7,0
2023-03-19,13,3
2023-03-26,17,6
2023-04-02,13,4
2023-04-09,15,4
2023-04-16,12,4
2023-04-23,13,4
2023-04-30,14,5
2023-05-07,13,5
2023-05-14,14,3
2023-05-21,17,4
2023-05-28,17,5
2023-06-04,12,3
2023-06-11,13,4
2023-06-18,11,4
2023-06-25,8,3
2023-07-02,17,3
2023-07-09,13,3
2023-07-16,13,3
2023-07-23,10,0
2023-07-30,8,0
2023-08-06,10,0
2023-08-13,8,0
2023-08-20,7,0
2023-08-27,9,0
2023-09-03,7,0
2023-09-10,8,0
2023-09-17,9,0
2023-09-24,8,0
2023-10-01,6,0
2023-10-08,7,0
2023-10-15,8,0
2023-10-22,5,0
2023-10-29,8,0
2023-11-05,7,0
2023-11-12,5,0
2023-11-19,7,3
2023-11-26,8,0
2023-12-03,6,3
2023-12-10,7,0
2023-12-17,6,0
2023-12-24,5,0
2023-12-31,8,0
2024-01-07,6,0
2024-01-14,8,0
2024-01-21,10,0
2024-01-28,21,5
2024-02-04,27,7
2024-02-11,44,12
2024-02-18,84,18
2024-02-25,94,19
2024-03-03,88,22
2024-03-10,100,24
2024-03-17,100,19
2024-03-24,60,20
2024-03-31,68,15
2024-04-07,75,18
2024-04-14,66,16
2024-04-21,66,16
2024-04-28,60,15
2024-05-05,54,13
2024-05-12,55,12
2024-05-19,52,12
2024-05-26,39,9
2024-06-02,43,9
2024-06-09,68,17
2024-06-16,50,14
2024-06-23,54,13
2024-06-30,43,10
2024-07-07,39,5
2024-07-14,35,7
2024-07-21,38,11
2024-07-28,27,7
2024-08-04,29,4
2024-08-11,21,6
2024-08-18,20,6
2024-08-25,18,5
2024-09-01,19,5
2024-09-08,14,4
2024-09-15,11,0
2024-09-22,14,4
2024-09-29,9,0
2024-10-06,11,0
2024-10-13,11,0
2024-10-20,13,0
2024-10-27,10,0
