"ew_start","sum_of_cases"
2021-02-14,241
2021-02-21,317
2021-02-28,467
2021-03-07,492
2021-03-14,564
2021-03-21,769
2021-03-28,1115
2021-04-04,1479
2021-04-11,1565
2021-04-18,1745
2021-04-25,1959
2021-05-02,1253
2021-05-09,896
2021-05-16,545
2021-05-23,270
2021-05-30,228
2021-06-06,138
2021-06-13,104
2021-06-20,101
2021-06-27,49
2021-07-04,66
2021-07-11,55
2021-07-18,39
2021-07-25,26
2021-08-01,36
2021-08-08,36
2021-08-15,31
2021-08-22,32
2021-08-29,33
2021-09-05,21
2021-09-12,18
2021-09-19,30
2021-09-26,48
2021-10-03,44
2021-10-10,24
2021-10-17,42
2021-10-24,32
2021-10-31,47
2021-11-07,36
2021-11-14,39
2021-11-21,38
2021-11-28,32
2021-12-05,25
2021-12-12,22
2021-12-19,22
2021-12-26,6
2022-01-02,111
2022-01-09,116
2022-01-16,122
2022-01-23,143
2022-01-30,172
2022-02-06,195
2022-02-13,370
2022-02-20,782
2022-02-27,1974
2022-03-06,3938
2022-03-13,5610
2022-03-20,7823
2022-03-27,8403
2022-04-03,8316
2022-04-10,9903
2022-04-17,10613
2022-04-24,9515
2022-05-01,8034
2022-05-08,5716
2022-05-15,4432
2022-05-22,2801
2022-05-29,2004
2022-06-05,1062
2022-06-12,633
2022-06-19,538
2022-06-26,511
2022-07-03,456
2022-07-10,378
2022-07-17,305
2022-07-24,256
2022-07-31,208
2022-08-07,203
2022-08-14,182
2022-08-21,163
2022-08-28,131
2022-09-04,109
2022-09-11,68
2022-09-18,88
2022-09-25,112
2022-10-02,67
2022-10-09,86
2022-10-16,101
2022-10-23,103
2022-10-30,76
2022-11-06,111
2022-11-13,132
2022-11-20,123
2022-11-27,147
2022-12-04,139
2022-12-11,40
2022-12-18,7
2022-12-25,83
2023-01-01,206
2023-01-08,199
2023-01-15,172
2023-01-22,182
2023-01-29,225
2023-02-05,311
2023-02-12,310
2023-02-19,441
2023-02-26,813
2023-03-05,1372
2023-03-12,2070
2023-03-19,2980
2023-03-26,3617
2023-04-02,4259
2023-04-09,5725
2023-04-16,6115
2023-04-23,5713
2023-04-30,6356
2023-05-07,5501
2023-05-14,5466
2023-05-21,4210
2023-05-28,3116
2023-06-04,2020
2023-06-11,1665
2023-06-18,1001
2023-06-25,931
2023-07-02,902
2023-07-09,526
2023-07-16,391
2023-07-23,383
2023-07-30,385
2023-08-06,332
2023-08-13,312
2023-08-20,261
2023-08-27,215
2023-09-03,157
2023-09-10,195
2023-09-17,203
2023-09-24,218
2023-10-01,202
2023-10-08,177
2023-10-15,212
2023-10-22,255
2023-10-29,238
2023-11-05,255
2023-11-12,260
2023-11-19,301
2023-11-26,286
2023-12-03,232
2023-12-10,346
2023-12-17,308
2023-12-24,349
2023-12-31,696
2024-01-07,768
2024-01-14,1163
2024-01-21,1691
2024-01-28,2319
2024-02-04,2619
2024-02-11,1128
