Categoria: Todas as categorias

Semana,dengue: (Rondônia),sintomas dengue: (Rondônia)
2022-07-10,19,7
2022-07-17,17,7
2022-07-24,15,6
2022-07-31,10,4
2022-08-07,14,5
2022-08-14,13,0
2022-08-21,11,0
2022-08-28,12,0
2022-09-04,7,0
2022-09-11,13,4
2022-09-18,7,0
2022-09-25,7,0
2022-10-02,7,0
2022-10-09,11,4
2022-10-16,14,0
2022-10-23,11,0
2022-10-30,16,4
2022-11-06,14,4
2022-11-13,20,5
2022-11-20,23,7
2022-11-27,28,7
2022-12-04,24,7
2022-12-11,35,11
2022-12-18,39,12
2022-12-25,43,15
2023-01-01,45,15
2023-01-08,49,11
2023-01-15,52,13
2023-01-22,45,14
2023-01-29,43,14
2023-02-05,42,11
2023-02-12,56,12
2023-02-19,45,11
2023-02-26,51,16
2023-03-05,52,14
2023-03-12,51,14
2023-03-19,47,13
2023-03-26,47,12
2023-04-02,39,12
2023-04-09,28,10
2023-04-16,32,8
2023-04-23,25,3
2023-04-30,24,7
2023-05-07,19,6
2023-05-14,18,5
2023-05-21,17,5
2023-05-28,18,6
2023-06-04,12,0
2023-06-11,13,6
2023-06-18,11,0
2023-06-25,6,0
2023-07-02,12,0
2023-07-09,6,0
2023-07-16,6,0
2023-07-23,6,0
2023-07-30,0,0
2023-08-06,7,0
2023-08-13,9,0
2023-08-20,6,0
2023-08-27,8,0
2023-09-03,6,0
2023-09-10,7,0
2023-09-17,7,0
2023-09-24,8,0
2023-10-01,5,0
2023-10-08,8,0
2023-10-15,8,0
2023-10-22,14,0
2023-10-29,6,0
2023-11-05,9,0
2023-11-12,10,0
2023-11-19,8,0
2023-11-26,11,0
2023-12-03,10,0
2023-12-10,10,0
2023-12-17,17,6
2023-12-24,18,10
2023-12-31,19,6
2024-01-07,25,11
2024-01-14,25,8
2024-01-21,32,9
2024-01-28,46,10
2024-02-04,70,17
2024-02-11,94,18
2024-02-18,98,20
2024-02-25,100,25
2024-03-03,81,15
2024-03-10,85,18
2024-03-17,70,10
2024-03-24,49,7
2024-03-31,54,11
2024-04-07,48,12
2024-04-14,45,8
2024-04-21,43,8
2024-04-28,38,8
2024-05-05,27,7
2024-05-12,19,0
2024-05-19,18,5
2024-05-26,16,0
2024-06-02,15,0
2024-06-09,11,0
2024-06-16,13,0
2024-06-23,12,0
2024-06-30,12,0
2024-07-07,11,0
2024-07-14,8,0
2024-07-21,7,0
2024-07-28,8,0
2024-08-04,7,0
2024-08-11,11,0
2024-08-18,7,0
2024-08-25,10,0
2024-09-01,6,0
2024-09-08,8,0
2024-09-15,8,0
2024-09-22,7,1
2024-09-29,6,1
