Categoria: Todas as categorias

Semana,dengue: (Ceará),sintomas dengue: (Ceará)
2021-05-02,29,7
2021-05-09,37,10
2021-05-16,45,13
2021-05-23,47,13
2021-05-30,44,12
2021-06-06,44,13
2021-06-13,43,11
2021-06-20,37,11
2021-06-27,33,8
2021-07-04,33,8
2021-07-11,25,7
2021-07-18,25,6
2021-07-25,21,6
2021-08-01,19,4
2021-08-08,19,5
2021-08-15,21,4
2021-08-22,15,4
2021-08-29,16,4
2021-09-05,10,0
2021-09-12,11,0
2021-09-19,14,4
2021-09-26,11,3
2021-10-03,11,0
2021-10-10,7,0
2021-10-17,9,2
2021-10-24,6,0
2021-10-31,5,0
2021-11-07,6,0
2021-11-14,8,0
2021-11-21,6,0
2021-11-28,5,0
2021-12-05,7,2
2021-12-12,8,3
2021-12-19,6,0
2021-12-26,7,3
2022-01-02,13,3
2022-01-09,15,4
2022-01-16,15,7
2022-01-23,13,4
2022-01-30,14,4
2022-02-06,14,4
2022-02-13,20,4
2022-02-20,20,4
2022-02-27,21,5
2022-03-06,26,5
2022-03-13,26,7
2022-03-20,33,9
2022-03-27,34,9
2022-04-03,35,9
2022-04-10,33,10
2022-04-17,48,15
2022-04-24,54,15
2022-05-01,56,16
2022-05-08,54,14
2022-05-15,55,17
2022-05-22,53,17
2022-05-29,58,18
2022-06-05,52,14
2022-06-12,53,17
2022-06-19,50,17
2022-06-26,46,15
2022-07-03,40,14
2022-07-10,34,10
2022-07-17,27,7
2022-07-24,25,9
2022-07-31,25,6
2022-08-07,18,6
2022-08-14,16,4
2022-08-21,16,3
2022-08-28,16,5
2022-09-04,13,4
2022-09-11,13,3
2022-09-18,11,2
2022-09-25,10,3
2022-10-02,8,2
2022-10-09,9,2
2022-10-16,9,3
2022-10-23,9,2
2022-10-30,8,2
2022-11-06,8,0
2022-11-13,7,2
2022-11-20,9,3
2022-11-27,6,2
2022-12-04,7,3
2022-12-11,6,2
2022-12-18,3,2
2022-12-25,6,2
2023-01-01,7,2
2023-01-08,5,0
2023-01-15,6,0
2023-01-22,8,3
2023-01-29,10,3
2023-02-05,12,2
2023-02-12,13,3
2023-02-19,16,4
2023-02-26,19,5
2023-03-05,21,7
2023-03-12,25,8
2023-03-19,31,8
2023-03-26,33,9
2023-04-02,25,9
2023-04-09,25,8
2023-04-16,22,7
2023-04-23,19,6
2023-04-30,19,5
2023-05-07,17,5
2023-05-14,19,5
2023-05-21,17,3
2023-05-28,14,4
2023-06-04,12,3
2023-06-11,15,4
2023-06-18,17,4
2023-06-25,12,2
2023-07-02,17,3
2023-07-09,10,3
2023-07-16,10,3
2023-07-23,10,3
2023-07-30,7,3
2023-08-06,7,2
2023-08-13,8,2
2023-08-20,9,3
2023-08-27,8,0
2023-09-03,5,0
2023-09-10,7,2
2023-09-17,7,0
2023-09-24,8,0
2023-10-01,8,2
2023-10-08,6,0
2023-10-15,6,0
2023-10-22,6,0
2023-10-29,6,0
2023-11-05,7,0
2023-11-12,8,2
2023-11-19,7,0
2023-11-26,7,2
2023-12-03,8,2
2023-12-10,8,2
2023-12-17,8,2
2023-12-24,6,0
2023-12-31,7,2
2024-01-07,9,3
2024-01-14,9,2
2024-01-21,13,4
2024-01-28,19,4
2024-02-04,28,6
2024-02-11,51,15
2024-02-18,82,19
2024-02-25,99,21
2024-03-03,100,22
2024-03-10,80,19
2024-03-17,76,18
2024-03-24,57,14
2024-03-31,73,19
2024-04-07,64,17
2024-04-14,58,15
2024-04-21,55,15
2024-04-28,43,9
2024-05-05,34,8
2024-05-12,32,5
2024-05-19,27,5
2024-05-26,20,5
