Categoria: Todas as categorias

Semana,dengue: (Mato Grosso),sintomas dengue: (Mato Grosso)
2021-07-25,8,0
2021-08-01,8,0
2021-08-08,12,0
2021-08-15,9,0
2021-08-22,10,0
2021-08-29,9,0
2021-09-05,8,0
2021-09-12,9,0
2021-09-19,8,0
2021-09-26,8,0
2021-10-03,6,0
2021-10-10,8,0
2021-10-17,9,0
2021-10-24,9,0
2021-10-31,7,0
2021-11-07,9,0
2021-11-14,13,0
2021-11-21,16,0
2021-11-28,18,0
2021-12-05,21,5
2021-12-12,34,11
2021-12-19,40,10
2021-12-26,39,15
2022-01-02,46,12
2022-01-09,38,13
2022-01-16,49,16
2022-01-23,49,15
2022-01-30,37,11
2022-02-06,31,11
2022-02-13,33,8
2022-02-20,33,7
2022-02-27,32,7
2022-03-06,29,6
2022-03-13,33,9
2022-03-20,36,8
2022-03-27,38,9
2022-04-03,44,12
2022-04-10,39,9
2022-04-17,47,11
2022-04-24,41,9
2022-05-01,38,10
2022-05-08,38,11
2022-05-15,32,8
2022-05-22,31,9
2022-05-29,25,7
2022-06-05,28,8
2022-06-12,23,7
2022-06-19,26,8
2022-06-26,28,9
2022-07-03,20,7
2022-07-10,20,7
2022-07-17,19,6
2022-07-24,12,7
2022-07-31,11,3
2022-08-07,7,0
2022-08-14,7,0
2022-08-21,14,3
2022-08-28,9,3
2022-09-04,10,3
2022-09-11,10,0
2022-09-18,9,0
2022-09-25,10,0
2022-10-02,11,0
2022-10-09,10,0
2022-10-16,11,6
2022-10-23,14,4
2022-10-30,8,4
2022-11-06,14,3
2022-11-13,14,4
2022-11-20,13,6
2022-11-27,13,0
2022-12-04,11,5
2022-12-11,19,5
2022-12-18,16,5
2022-12-25,23,6
2023-01-01,18,4
2023-01-08,22,6
2023-01-15,26,5
2023-01-22,20,4
2023-01-29,24,6
2023-02-05,29,7
2023-02-12,32,8
2023-02-19,38,12
2023-02-26,41,13
2023-03-05,34,11
2023-03-12,42,10
2023-03-19,36,11
2023-03-26,65,21
2023-04-02,56,20
2023-04-09,55,20
2023-04-16,51,15
2023-04-23,48,12
2023-04-30,43,11
2023-05-07,35,9
2023-05-14,35,10
2023-05-21,35,9
2023-05-28,29,5
2023-06-04,25,4
2023-06-11,18,3
2023-06-18,20,4
2023-06-25,14,3
2023-07-02,21,4
2023-07-09,13,0
2023-07-16,14,0
2023-07-23,9,0
2023-07-30,14,4
2023-08-06,13,0
2023-08-13,10,3
2023-08-20,10,0
2023-08-27,10,5
2023-09-03,8,4
2023-09-10,9,4
2023-09-17,9,0
2023-09-24,9,0
2023-10-01,14,0
2023-10-08,7,0
2023-10-15,9,0
2023-10-22,10,0
2023-10-29,11,0
2023-11-05,10,4
2023-11-12,14,4
2023-11-19,10,0
2023-11-26,14,4
2023-12-03,14,0
2023-12-10,14,4
2023-12-17,17,0
2023-12-24,16,0
2023-12-31,25,5
2024-01-07,30,9
2024-01-14,32,6
2024-01-21,40,10
2024-01-28,52,11
2024-02-04,62,14
2024-02-11,93,22
2024-02-18,92,22
2024-02-25,100,19
2024-03-03,84,19
2024-03-10,78,17
2024-03-17,72,18
2024-03-24,71,17
2024-03-31,80,19
2024-04-07,84,18
2024-04-14,90,19
2024-04-21,99,24
2024-04-28,94,23
2024-05-05,88,21
2024-05-12,74,11
2024-05-19,59,11
2024-05-26,38,9
