Categoria: Todas as categorias

Semana,dengue: (Paraíba),sintomas dengue: (Paraíba)
2021-09-19,12,4
2021-09-26,8,0
2021-10-03,10,0
2021-10-10,8,4
2021-10-17,9,3
2021-10-24,8,0
2021-10-31,5,0
2021-11-07,5,0
2021-11-14,8,0
2021-11-21,7,0
2021-11-28,10,0
2021-12-05,6,0
2021-12-12,9,0
2021-12-19,0,0
2021-12-26,5,0
2022-01-02,7,0
2022-01-09,6,0
2022-01-16,8,0
2022-01-23,12,0
2022-01-30,10,4
2022-02-06,9,0
2022-02-13,12,3
2022-02-20,10,3
2022-02-27,12,4
2022-03-06,12,3
2022-03-13,17,5
2022-03-20,18,4
2022-03-27,20,5
2022-04-03,35,10
2022-04-10,33,8
2022-04-17,42,10
2022-04-24,53,13
2022-05-01,47,12
2022-05-08,62,17
2022-05-15,77,23
2022-05-22,68,18
2022-05-29,55,14
2022-06-05,69,20
2022-06-12,68,19
2022-06-19,61,21
2022-06-26,52,15
2022-07-03,47,15
2022-07-10,45,14
2022-07-17,39,10
2022-07-24,32,8
2022-07-31,29,8
2022-08-07,22,6
2022-08-14,21,4
2022-08-21,13,4
2022-08-28,14,4
2022-09-04,11,0
2022-09-11,12,0
2022-09-18,9,3
2022-09-25,5,0
2022-10-02,7,0
2022-10-09,5,0
2022-10-16,7,0
2022-10-23,6,3
2022-10-30,5,0
2022-11-06,8,0
2022-11-13,6,0
2022-11-20,6,0
2022-11-27,4,0
2022-12-04,5,0
2022-12-11,4,0
2022-12-18,4,0
2022-12-25,4,0
2023-01-01,6,0
2023-01-08,5,0
2023-01-15,5,0
2023-01-22,6,4
2023-01-29,6,0
2023-02-05,6,0
2023-02-12,8,0
2023-02-19,6,0
2023-02-26,7,0
2023-03-05,9,0
2023-03-12,12,0
2023-03-19,11,5
2023-03-26,14,3
2023-04-02,17,6
2023-04-09,17,4
2023-04-16,15,4
2023-04-23,16,5
2023-04-30,16,3
2023-05-07,17,5
2023-05-14,14,3
2023-05-21,10,0
2023-05-28,7,0
2023-06-04,10,3
2023-06-11,6,0
2023-06-18,10,0
2023-06-25,6,0
2023-07-02,6,0
2023-07-09,10,4
2023-07-16,6,3
2023-07-23,8,3
2023-07-30,5,0
2023-08-06,5,0
2023-08-13,8,0
2023-08-20,5,0
2023-08-27,6,0
2023-09-03,5,0
2023-09-10,4,0
2023-09-17,5,0
2023-09-24,8,0
2023-10-01,6,0
2023-10-08,4,0
2023-10-15,6,0
2023-10-22,3,0
2023-10-29,0,0
2023-11-05,5,0
2023-11-12,4,0
2023-11-19,7,0
2023-11-26,7,0
2023-12-03,5,0
2023-12-10,4,0
2023-12-17,5,0
2023-12-24,7,0
2023-12-31,4,0
2024-01-07,5,0
2024-01-14,8,0
2024-01-21,14,0
2024-01-28,14,5
2024-02-04,24,6
2024-02-11,51,11
2024-02-18,90,17
2024-02-25,100,18
2024-03-03,95,24
2024-03-10,81,16
2024-03-17,78,19
2024-03-24,49,11
2024-03-31,53,10
2024-04-07,62,10
2024-04-14,51,11
2024-04-21,43,7
2024-04-28,32,6
2024-05-05,27,5
2024-05-12,20,4
2024-05-19,22,4
2024-05-26,18,5
