Categoria: Todas as categorias

Semana,dengue: (Rondônia),sintomas dengue: (Rondônia)
2023-01-22,47,15
2023-01-29,42,15
2023-02-05,39,11
2023-02-12,57,14
2023-02-19,45,13
2023-02-26,51,16
2023-03-05,53,14
2023-03-12,51,12
2023-03-19,48,13
2023-03-26,45,12
2023-04-02,38,9
2023-04-09,28,11
2023-04-16,29,7
2023-04-23,24,6
2023-04-30,23,6
2023-05-07,22,7
2023-05-14,20,7
2023-05-21,17,7
2023-05-28,18,7
2023-06-04,14,0
2023-06-11,12,0
2023-06-18,10,4
2023-06-25,9,0
2023-07-02,11,0
2023-07-09,7,0
2023-07-16,7,0
2023-07-23,6,0
2023-07-30,0,0
2023-08-06,6,0
2023-08-13,6,0
2023-08-20,6,0
2023-08-27,9,0
2023-09-03,0,0
2023-09-10,6,0
2023-09-17,7,0
2023-09-24,8,0
2023-10-01,5,0
2023-10-08,5,0
2023-10-15,8,0
2023-10-22,12,0
2023-10-29,6,0
2023-11-05,8,0
2023-11-12,8,0
2023-11-19,7,0
2023-11-26,11,0
2023-12-03,10,0
2023-12-10,11,0
2023-12-17,16,0
2023-12-24,15,0
2023-12-31,17,0
2024-01-07,24,5
2024-01-14,27,8
2024-01-21,31,11
2024-01-28,45,10
2024-02-04,70,20
2024-02-11,91,18
2024-02-18,96,19
2024-02-25,100,23
2024-03-03,83,14
2024-03-10,83,18
2024-03-17,70,12
2024-03-24,56,0
2024-03-31,53,9
2024-04-07,46,10
2024-04-14,47,9
2024-04-21,39,8
2024-04-28,37,10
2024-05-05,24,0
2024-05-12,19,0
2024-05-19,16,0
2024-05-26,15,0
2024-06-02,17,0
2024-06-09,9,0
2024-06-16,12,0
2024-06-23,8,2
2024-06-30,9,2
2024-07-07,9,1
