Categoria: Todas as categorias

Semana,dengue: (Mato Grosso do Sul),sintomas dengue: (Mato Grosso do Sul)
2022-11-20,20,7
2022-11-27,20,9
2022-12-04,20,6
2022-12-11,20,5
2022-12-18,25,8
2022-12-25,22,7
2023-01-01,19,4
2023-01-08,25,7
2023-01-15,19,5
2023-01-22,25,8
2023-01-29,29,6
2023-02-05,33,8
2023-02-12,45,15
2023-02-19,46,12
2023-02-26,50,11
2023-03-05,58,16
2023-03-12,59,17
2023-03-19,75,17
2023-03-26,90,26
2023-04-02,84,21
2023-04-09,89,26
2023-04-16,88,24
2023-04-23,86,16
2023-04-30,68,18
2023-05-07,68,15
2023-05-14,49,12
2023-05-21,52,18
2023-05-28,34,7
2023-06-04,25,5
2023-06-11,21,9
2023-06-18,23,3
2023-06-25,16,6
2023-07-02,21,4
2023-07-09,13,0
2023-07-16,10,0
2023-07-23,9,0
2023-07-30,8,0
2023-08-06,8,0
2023-08-13,11,0
2023-08-20,9,0
2023-08-27,9,0
2023-09-03,9,0
2023-09-10,10,0
2023-09-17,12,0
2023-09-24,9,0
2023-10-01,13,0
2023-10-08,9,4
2023-10-15,16,4
2023-10-22,9,0
2023-10-29,9,4
2023-11-05,11,3
2023-11-12,10,6
2023-11-19,10,0
2023-11-26,13,0
2023-12-03,11,0
2023-12-10,11,6
2023-12-17,13,0
2023-12-24,10,0
2023-12-31,19,0
2024-01-07,16,5
2024-01-14,21,5
2024-01-21,29,5
2024-01-28,34,6
2024-02-04,45,9
2024-02-11,66,13
2024-02-18,75,14
2024-02-25,78,10
2024-03-03,69,13
2024-03-10,69,19
2024-03-17,68,13
2024-03-24,56,13
2024-03-31,71,13
2024-04-07,80,10
2024-04-14,61,11
2024-04-21,71,12
2024-04-28,67,13
2024-05-05,49,10
