Categoria: Todas as categorias

Semana,dengue: (Amazonas),sintomas dengue: (Amazonas)
2023-05-28,13,0
2023-06-04,9,0
2023-06-11,8,0
2023-06-18,12,0
2023-06-25,12,4
2023-07-02,13,0
2023-07-09,10,0
2023-07-16,9,0
2023-07-23,6,0
2023-07-30,9,0
2023-08-06,8,0
2023-08-13,9,0
2023-08-20,6,0
2023-08-27,9,0
2023-09-03,5,0
2023-09-10,8,0
2023-09-17,10,4
2023-09-24,10,0
2023-10-01,7,0
2023-10-08,6,0
2023-10-15,7,0
2023-10-22,5,0
2023-10-29,6,4
2023-11-05,9,0
2023-11-12,10,0
2023-11-19,10,0
2023-11-26,12,0
2023-12-03,14,0
2023-12-10,19,5
2023-12-17,27,10
2023-12-24,51,17
2023-12-31,88,28
2024-01-07,81,20
2024-01-14,92,26
2024-01-21,86,24
2024-01-28,63,17
2024-02-04,74,25
2024-02-11,74,20
2024-02-18,100,21
2024-02-25,91,18
2024-03-03,79,15
2024-03-10,69,16
2024-03-17,61,14
2024-03-24,44,9
2024-03-31,48,10
2024-04-07,35,8
2024-04-14,49,8
2024-04-21,39,8
2024-04-28,26,6
2024-05-05,19,4
