Categoria: Todas as categorias

Semana,dengue: (Alagoas),sintomas dengue: (Alagoas)
2024-02-04,27,8
2024-02-11,44,13
2024-02-18,85,20
2024-02-25,93,20
2024-03-03,88,22
2024-03-10,98,22
2024-03-17,99,18
2024-03-24,58,19
2024-03-31,69,15
2024-04-07,71,18
2024-04-14,65,16
2024-04-21,70,17
2024-04-28,59,15
2024-05-05,54,12
2024-05-12,55,14
2024-05-19,52,13
2024-05-26,40,9
2024-06-02,44,10
2024-06-09,69,16
2024-06-16,50,13
2024-06-23,53,12
2024-06-30,42,10
2024-07-07,37,8
2024-07-14,35,6
2024-07-21,39,9
2024-07-28,27,5
2024-08-04,25,4
2024-08-11,24,5
2024-08-18,20,7
2024-08-25,18,4
2024-09-01,18,5
2024-09-08,14,4
2024-09-15,12,4
2024-09-22,13,3
2024-09-29,9,0
2024-10-06,11,4
2024-10-13,13,0
2024-10-20,12,0
2024-10-27,10,0
2024-11-03,11,0
2024-11-10,9,0
2024-11-17,10,0
2024-11-24,11,0
2024-12-01,6,4
2024-12-08,8,0
2024-12-15,7,0
2024-12-22,4,0
2024-12-29,7,0
2025-01-05,8,0
2025-01-12,7,0
2025-01-19,7,0
2025-01-26,8,0
2025-02-02,8,0
2025-02-09,14,0
2025-02-16,15,0
2025-02-23,12,0
2025-03-02,9,0
2025-03-09,17,0
2025-03-16,15,0
2025-03-23,14,0
2025-03-30,14,0
2025-04-06,14,5
2025-04-13,13,0
2025-04-20,13,0
2025-04-27,13,4
2025-05-04,14,5
2025-05-11,15,0
2025-05-18,15,5
2025-05-25,16,0
2025-06-01,17,4
2025-06-08,16,0
2025-06-15,15,1
2025-06-22,16,3
2025-06-29,20,4
