Categoria: Todas as categorias

Semana,dengue: (Rio Grande do Norte),sintomas dengue: (Rio Grande do Norte)
2023-01-22,6,0
2023-01-29,5,0
2023-02-05,5,0
2023-02-12,6,0
2023-02-19,6,0
2023-02-26,10,0
2023-03-05,9,0
2023-03-12,10,3
2023-03-19,12,4
2023-03-26,20,5
2023-04-02,18,6
2023-04-09,18,5
2023-04-16,21,8
2023-04-23,20,6
2023-04-30,16,4
2023-05-07,13,3
2023-05-14,13,4
2023-05-21,11,4
2023-05-28,9,2
2023-06-04,8,3
2023-06-11,9,2
2023-06-18,10,0
2023-06-25,10,2
2023-07-02,11,0
2023-07-09,9,3
2023-07-16,10,0
2023-07-23,5,0
2023-07-30,6,0
2023-08-06,6,0
2023-08-13,6,0
2023-08-20,6,0
2023-08-27,7,0
2023-09-03,7,0
2023-09-10,4,0
2023-09-17,4,3
2023-09-24,7,0
2023-10-01,6,0
2023-10-08,6,0
2023-10-15,7,2
2023-10-22,6,0
2023-10-29,4,0
2023-11-05,9,0
2023-11-12,5,0
2023-11-19,5,0
2023-11-26,7,0
2023-12-03,4,0
2023-12-10,6,0
2023-12-17,9,0
2023-12-24,7,3
2023-12-31,6,0
2024-01-07,9,0
2024-01-14,11,3
2024-01-21,13,3
2024-01-28,19,5
2024-02-04,31,7
2024-02-11,53,16
2024-02-18,85,21
2024-02-25,90,21
