Categoria: Todas as categorias

Semana,dengue: (Ceará),sintomas dengue: (Ceará)
2023-04-09,25,8
2023-04-16,24,7
2023-04-23,21,7
2023-04-30,19,6
2023-05-07,18,5
2023-05-14,19,5
2023-05-21,19,4
2023-05-28,16,4
2023-06-04,12,3
2023-06-11,16,3
2023-06-18,16,4
2023-06-25,14,3
2023-07-02,17,3
2023-07-09,13,3
2023-07-16,10,3
2023-07-23,11,3
2023-07-30,8,2
2023-08-06,9,2
2023-08-13,8,2
2023-08-20,10,3
2023-08-27,8,0
2023-09-03,6,2
2023-09-10,7,1
2023-09-17,8,1
2023-09-24,8,1
2023-10-01,8,2
2023-10-08,5,0
2023-10-15,7,1
2023-10-22,6,1
2023-10-29,6,1
2023-11-05,7,0
2023-11-12,8,2
2023-11-19,9,2
2023-11-26,8,2
2023-12-03,7,3
2023-12-10,7,2
2023-12-17,8,3
2023-12-24,7,2
2023-12-31,9,4
2024-01-07,11,3
2024-01-14,10,2
2024-01-21,14,4
2024-01-28,22,5
2024-02-04,32,7
2024-02-11,50,15
2024-02-18,87,20
2024-02-25,100,23
