Categoria: Todas as categorias

Semana,dengue: (Rondônia),sintomas dengue: (Rondônia)
2021-08-08,5,0
2021-08-15,5,0
2021-08-22,5,0
2021-08-29,0,0
2021-09-05,8,0
2021-09-12,0,0
2021-09-19,6,0
2021-09-26,5,0
2021-10-03,8,0
2021-10-10,7,0
2021-10-17,8,0
2021-10-24,12,0
2021-10-31,8,0
2021-11-07,11,0
2021-11-14,9,0
2021-11-21,12,0
2021-11-28,11,0
2021-12-05,8,0
2021-12-12,9,6
2021-12-19,13,0
2021-12-26,15,0
2022-01-02,26,7
2022-01-09,29,12
2022-01-16,33,11
2022-01-23,28,7
2022-01-30,30,10
2022-02-06,31,12
2022-02-13,26,9
2022-02-20,30,6
2022-02-27,30,10
2022-03-06,27,5
2022-03-13,33,7
2022-03-20,38,7
2022-03-27,44,8
2022-04-03,37,8
2022-04-10,40,10
2022-04-17,33,8
2022-04-24,40,8
2022-05-01,33,9
2022-05-08,40,10
2022-05-15,33,12
2022-05-22,33,7
2022-05-29,29,6
2022-06-05,29,6
2022-06-12,29,9
2022-06-19,27,6
2022-06-26,25,8
2022-07-03,19,7
2022-07-10,19,5
2022-07-17,16,5
2022-07-24,16,6
2022-07-31,11,4
2022-08-07,14,4
2022-08-14,13,0
2022-08-21,11,4
2022-08-28,10,0
2022-09-04,7,0
2022-09-11,13,0
2022-09-18,8,0
2022-09-25,8,4
2022-10-02,8,0
2022-10-09,11,0
2022-10-16,14,5
2022-10-23,8,4
2022-10-30,17,0
2022-11-06,13,4
2022-11-13,21,6
2022-11-20,23,6
2022-11-27,28,7
2022-12-04,23,6
2022-12-11,36,10
2022-12-18,40,13
2022-12-25,46,14
2023-01-01,48,15
2023-01-08,49,13
2023-01-15,54,16
2023-01-22,47,16
2023-01-29,43,14
2023-02-05,42,11
2023-02-12,59,14
2023-02-19,46,13
2023-02-26,50,17
2023-03-05,53,15
2023-03-12,50,12
2023-03-19,48,13
2023-03-26,45,12
2023-04-02,41,12
2023-04-09,30,9
2023-04-16,31,7
2023-04-23,26,5
2023-04-30,23,7
2023-05-07,20,9
2023-05-14,17,8
2023-05-21,18,6
2023-05-28,19,7
2023-06-04,12,0
2023-06-11,13,0
2023-06-18,12,3
2023-06-25,8,0
2023-07-02,12,4
2023-07-09,6,0
2023-07-16,5,4
2023-07-23,5,0
2023-07-30,5,0
2023-08-06,7,0
2023-08-13,8,0
2023-08-20,7,0
2023-08-27,8,0
2023-09-03,6,0
2023-09-10,8,0
2023-09-17,7,0
2023-09-24,8,0
2023-10-01,7,0
2023-10-08,7,0
2023-10-15,9,0
2023-10-22,12,0
2023-10-29,7,0
2023-11-05,9,0
2023-11-12,9,0
2023-11-19,10,0
2023-11-26,12,0
2023-12-03,11,0
2023-12-10,9,0
2023-12-17,16,0
2023-12-24,18,6
2023-12-31,20,7
2024-01-07,25,5
2024-01-14,26,7
2024-01-21,32,10
2024-01-28,49,11
2024-02-04,70,18
2024-02-11,93,18
2024-02-18,98,16
2024-02-25,100,24
