Categoria: Todas as categorias

Semana,dengue: (Amazonas),sintomas dengue: (Amazonas)
2023-08-27,9,0
2023-09-03,5,0
2023-09-10,8,0
2023-09-17,10,4
2023-09-24,8,0
2023-10-01,7,0
2023-10-08,5,0
2023-10-15,8,0
2023-10-22,4,0
2023-10-29,7,0
2023-11-05,8,0
2023-11-12,11,0
2023-11-19,9,0
2023-11-26,11,0
2023-12-03,13,0
2023-12-10,20,6
2023-12-17,27,9
2023-12-24,53,17
2023-12-31,91,31
2024-01-07,86,23
2024-01-14,86,27
2024-01-21,89,24
2024-01-28,69,18
2024-02-04,79,23
2024-02-11,83,22
2024-02-18,100,23
2024-02-25,95,21
2024-03-03,82,16
2024-03-10,70,12
2024-03-17,60,14
2024-03-24,45,10
2024-03-31,49,13
2024-04-07,42,12
2024-04-14,50,10
2024-04-21,40,9
2024-04-28,27,6
2024-05-05,22,5
2024-05-12,17,3
2024-05-19,21,5
2024-05-26,18,3
2024-06-02,19,4
2024-06-09,21,3
2024-06-16,15,5
2024-06-23,15,0
2024-06-30,10,0
2024-07-07,11,3
2024-07-14,12,0
2024-07-21,11,0
2024-07-28,13,0
2024-08-04,10,0
2024-08-11,9,0
2024-08-18,10,0
2024-08-25,9,0
2024-09-01,7,0
2024-09-08,12,0
2024-09-15,10,0
2024-09-22,10,0
2024-09-29,10,0
2024-10-06,7,4
2024-10-13,7,0
2024-10-20,7,0
2024-10-27,9,0
2024-11-03,11,0
2024-11-10,10,0
2024-11-17,13,0
2024-11-24,11,0
2024-12-01,9,0
2024-12-08,8,0
2024-12-15,8,0
2024-12-22,10,0
2024-12-29,11,0
2025-01-05,20,0
2025-01-12,18,0
2025-01-19,20,0
2025-01-26,18,1
2025-02-02,13,2
2025-02-09,14,2
