Categoria: Todas as categorias

Semana,dengue: (Alagoas),sintomas dengue: (Alagoas)
2022-07-24,48,15
2022-07-31,34,9
2022-08-07,34,11
2022-08-14,31,11
2022-08-21,21,4
2022-08-28,19,6
2022-09-04,13,4
2022-09-11,17,5
2022-09-18,17,4
2022-09-25,12,0
2022-10-02,9,0
2022-10-09,8,3
2022-10-16,11,0
2022-10-23,10,3
2022-10-30,7,0
2022-11-06,8,0
2022-11-13,9,0
2022-11-20,9,3
2022-11-27,9,3
2022-12-04,5,0
2022-12-11,8,0
2022-12-18,7,0
2022-12-25,8,4
2023-01-01,8,0
2023-01-08,5,0
2023-01-15,7,0
2023-01-22,5,0
2023-01-29,4,0
2023-02-05,8,0
2023-02-12,9,0
2023-02-19,6,0
2023-02-26,10,3
2023-03-05,9,0
2023-03-12,9,0
2023-03-19,13,4
2023-03-26,17,5
2023-04-02,13,4
2023-04-09,14,5
2023-04-16,12,4
2023-04-23,13,4
2023-04-30,16,4
2023-05-07,13,6
2023-05-14,17,3
2023-05-21,15,4
2023-05-28,17,4
2023-06-04,12,5
2023-06-11,14,4
2023-06-18,10,4
2023-06-25,8,4
2023-07-02,17,3
2023-07-09,16,0
2023-07-16,14,4
2023-07-23,10,3
2023-07-30,8,0
2023-08-06,12,3
2023-08-13,9,0
2023-08-20,8,0
2023-08-27,7,0
2023-09-03,8,0
2023-09-10,9,0
2023-09-17,9,0
2023-09-24,8,0
2023-10-01,7,0
2023-10-08,7,0
2023-10-15,8,0
2023-10-22,6,0
2023-10-29,6,0
2023-11-05,6,0
2023-11-12,6,3
2023-11-19,7,0
2023-11-26,7,0
2023-12-03,9,3
2023-12-10,6,0
2023-12-17,6,0
2023-12-24,4,0
2023-12-31,8,0
2024-01-07,6,0
2024-01-14,8,0
2024-01-21,9,0
2024-01-28,22,5
2024-02-04,28,5
2024-02-11,42,14
2024-02-18,87,21
2024-02-25,95,20
2024-03-03,91,22
2024-03-10,99,24
2024-03-17,100,21
2024-03-24,60,20
2024-03-31,69,14
2024-04-07,75,17
2024-04-14,64,16
2024-04-21,70,15
2024-04-28,60,16
2024-05-05,54,13
2024-05-12,56,14
2024-05-19,52,12
2024-05-26,41,9
2024-06-02,44,10
2024-06-09,68,18
2024-06-16,51,14
2024-06-23,54,13
2024-06-30,45,14
2024-07-07,37,7
2024-07-14,35,6
2024-07-21,36,8
2024-07-28,27,10
2024-08-04,27,6
2024-08-11,21,6
2024-08-18,21,4
2024-08-25,18,4
2024-09-01,18,6
2024-09-08,14,4
2024-09-15,12,0
2024-09-22,13,3
2024-09-29,9,0
2024-10-06,11,0
2024-10-13,14,4
2024-10-20,12,0
2024-10-27,10,0
2024-11-03,13,0
2024-11-10,10,0
2024-11-17,10,0
2024-11-24,8,0
2024-12-01,6,0
2024-12-08,7,0
2024-12-15,5,0
2024-12-22,7,0
2024-12-29,7,0
2025-01-05,8,0
2025-01-12,8,0
2025-01-19,6,0
2025-01-26,10,1
2025-02-02,8,2
2025-02-09,11,2
