Categoria: Todas as categorias

Semana,dengue: (Mato Grosso),sintomas dengue: (Mato Grosso)
2022-06-26,26,8
2022-07-03,20,8
2022-07-10,20,6
2022-07-17,15,6
2022-07-24,14,5
2022-07-31,14,4
2022-08-07,6,3
2022-08-14,9,3
2022-08-21,12,3
2022-08-28,11,3
2022-09-04,11,3
2022-09-11,10,2
2022-09-18,9,2
2022-09-25,10,2
2022-10-02,11,2
2022-10-09,8,2
2022-10-16,11,5
2022-10-23,14,3
2022-10-30,10,2
2022-11-06,13,3
2022-11-13,15,6
2022-11-20,12,4
2022-11-27,13,3
2022-12-04,14,5
2022-12-11,23,8
2022-12-18,15,6
2022-12-25,22,7
2023-01-01,20,6
2023-01-08,22,7
2023-01-15,25,7
2023-01-22,23,6
2023-01-29,27,7
2023-02-05,28,6
2023-02-12,32,8
2023-02-19,39,11
2023-02-26,39,11
2023-03-05,34,10
2023-03-12,41,11
2023-03-19,42,12
2023-03-26,65,21
2023-04-02,56,19
2023-04-09,53,18
2023-04-16,50,17
2023-04-23,49,15
2023-04-30,42,13
2023-05-07,34,10
2023-05-14,37,10
2023-05-21,33,10
2023-05-28,29,8
2023-06-04,25,6
2023-06-11,20,5
2023-06-18,18,4
2023-06-25,14,3
2023-07-02,20,4
2023-07-09,14,0
2023-07-16,12,3
2023-07-23,10,2
2023-07-30,14,2
2023-08-06,11,2
2023-08-13,12,3
2023-08-20,15,3
2023-08-27,10,3
2023-09-03,10,3
2023-09-10,11,3
2023-09-17,8,3
2023-09-24,11,0
2023-10-01,15,4
2023-10-08,7,0
2023-10-15,10,4
2023-10-22,10,2
2023-10-29,13,3
2023-11-05,12,0
2023-11-12,11,6
2023-11-19,12,3
2023-11-26,13,0
2023-12-03,13,2
2023-12-10,12,4
2023-12-17,17,5
2023-12-24,18,6
2023-12-31,22,5
2024-01-07,27,8
2024-01-14,32,8
2024-01-21,40,10
2024-01-28,50,12
2024-02-04,63,15
2024-02-11,90,22
2024-02-18,92,23
2024-02-25,98,18
2024-03-03,82,18
2024-03-10,75,17
2024-03-17,75,15
2024-03-24,67,14
2024-03-31,81,20
2024-04-07,88,19
2024-04-14,86,18
2024-04-21,95,22
2024-04-28,93,19
2024-05-05,87,20
2024-05-12,74,15
2024-05-19,62,11
2024-05-26,46,9
2024-06-02,39,8
2024-06-09,41,7
2024-06-16,34,5
2024-06-23,31,4
2024-06-30,24,6
2024-07-07,18,3
2024-07-14,17,4
2024-07-21,19,4
2024-07-28,18,4
2024-08-04,14,3
2024-08-11,17,3
2024-08-18,14,3
2024-08-25,15,3
2024-09-01,13,3
2024-09-08,14,0
2024-09-15,12,0
2024-09-22,11,0
2024-09-29,10,0
2024-10-06,10,3
2024-10-13,10,0
2024-10-20,12,3
2024-10-27,11,0
2024-11-03,15,3
2024-11-10,15,3
2024-11-17,17,4
2024-11-24,18,5
2024-12-01,20,5
2024-12-08,28,5
2024-12-15,34,7
2024-12-22,54,9
2024-12-29,63,10
2025-01-05,79,13
2025-01-12,91,16
2025-01-19,98,18
2025-01-26,100,19
2025-02-02,93,17
2025-02-09,86,15
