Categoria: Todas as categorias

Semana,dengue: (Rondônia),sintomas dengue: (Rondônia)
2024-06-02,16,0
2024-06-09,9,0
2024-06-16,14,0
2024-06-23,13,0
2024-06-30,12,0
2024-07-07,9,0
2024-07-14,7,0
2024-07-21,9,0
2024-07-28,8,0
2024-08-04,5,0
2024-08-11,8,0
2024-08-18,5,0
2024-08-25,9,0
2024-09-01,7,0
2024-09-08,8,0
2024-09-15,7,0
2024-09-22,10,0
2024-09-29,0,0
2024-10-06,9,0
