Categoria: Todas as categorias

Semana,dengue: (Amazonas),sintomas dengue: (Amazonas)
2024-03-17,61,14
2024-03-24,46,9
2024-03-31,49,13
2024-04-07,41,14
2024-04-14,48,10
2024-04-21,41,9
2024-04-28,27,6
2024-05-05,22,6
2024-05-12,17,3
2024-05-19,20,4
2024-05-26,17,3
2024-06-02,19,4
2024-06-09,22,3
2024-06-16,17,4
2024-06-23,15,0
2024-06-30,11,0
2024-07-07,11,0
2024-07-14,13,0
2024-07-21,11,0
2024-07-28,10,0
2024-08-04,9,0
2024-08-11,8,0
2024-08-18,10,0
2024-08-25,8,0
2024-09-01,5,0
2024-09-08,11,0
2024-09-15,10,0
2024-09-22,11,0
2024-09-29,8,0
2024-10-06,6,0
2024-10-13,7,0
2024-10-20,7,0
2024-10-27,8,0
2024-11-03,13,3
2024-11-10,11,0
2024-11-17,13,0
2024-11-24,11,0
2024-12-01,10,0
2024-12-08,8,0
2024-12-15,7,0
2024-12-22,11,0
2024-12-29,6,1
2025-01-05,18,3
2025-01-12,21,3
