Categoria: Todas as categorias

Semana,dengue: (Tocantins),sintomas dengue: (Tocantins)
2023-05-14,23,5
2023-05-21,18,6
2023-05-28,17,3
2023-06-04,12,0
2023-06-11,12,0
2023-06-18,9,0
2023-06-25,8,0
2023-07-02,6,0
2023-07-09,5,0
2023-07-16,8,0
2023-07-23,5,0
2023-07-30,4,0
2023-08-06,4,0
2023-08-13,7,0
2023-08-20,6,0
2023-08-27,6,0
2023-09-03,0,0
2023-09-10,5,4
2023-09-17,5,0
2023-09-24,5,0
2023-10-01,5,0
2023-10-08,4,0
2023-10-15,6,0
2023-10-22,6,0
2023-10-29,7,0
2023-11-05,6,0
2023-11-12,7,0
2023-11-19,7,0
2023-11-26,5,0
2023-12-03,8,0
2023-12-10,5,0
2023-12-17,6,0
2023-12-24,7,0
2023-12-31,5,0
2024-01-07,12,0
2024-01-14,8,0
2024-01-21,16,0
2024-01-28,23,7
2024-02-04,37,7
2024-02-11,46,9
2024-02-18,51,9
2024-02-25,58,10
2024-03-03,56,10
2024-03-10,43,8
2024-03-17,51,7
2024-03-24,33,7
2024-03-31,43,9
2024-04-07,43,9
2024-04-14,48,11
2024-04-21,40,6
2024-04-28,36,7
2024-05-05,33,5
2024-05-12,23,4
2024-05-19,18,6
2024-05-26,9,0
2024-06-02,18,0
2024-06-09,12,0
2024-06-16,0,0
2024-06-23,9,0
2024-06-30,7,0
2024-07-07,7,0
2024-07-14,7,0
2024-07-21,11,0
2024-07-28,6,0
2024-08-04,8,0
2024-08-11,8,0
2024-08-18,4,0
2024-08-25,7,0
2024-09-01,7,0
2024-09-08,5,0
2024-09-15,0,0
2024-09-22,6,0
2024-09-29,4,0
2024-10-06,0,0
2024-10-13,6,0
2024-10-20,9,0
2024-10-27,6,0
2024-11-03,9,0
2024-11-10,10,0
2024-11-17,11,0
2024-11-24,7,0
2024-12-01,12,0
2024-12-08,10,0
2024-12-15,9,0
2024-12-22,7,0
2024-12-29,9,0
2025-01-05,8,0
2025-01-12,15,0
2025-01-19,13,0
2025-01-26,15,0
2025-02-02,14,4
2025-02-09,19,0
2025-02-16,16,0
2025-02-23,20,5
2025-03-02,17,0
2025-03-09,18,0
2025-03-16,17,0
2025-03-23,20,4
2025-03-30,16,0
2025-04-06,12,0
2025-04-13,16,0
2025-04-20,18,1
2025-04-27,18,3
2025-05-04,18,3
