Categoria: Todas as categorias

Semana,dengue: (Mato Grosso),sintomas dengue: (Mato Grosso)
2022-01-23,49,13
2022-01-30,36,8
2022-02-06,27,10
2022-02-13,32,7
2022-02-20,31,7
2022-02-27,28,6
2022-03-06,28,7
2022-03-13,31,7
2022-03-20,36,9
2022-03-27,37,9
2022-04-03,41,11
2022-04-10,39,9
2022-04-17,41,8
2022-04-24,41,9
2022-05-01,37,9
2022-05-08,36,10
2022-05-15,30,9
2022-05-22,26,8
2022-05-29,24,7
2022-06-05,24,7
2022-06-12,21,7
2022-06-19,25,8
2022-06-26,26,6
2022-07-03,18,7
2022-07-10,19,5
2022-07-17,15,5
2022-07-24,12,5
2022-07-31,10,0
2022-08-07,6,0
2022-08-14,8,0
2022-08-21,11,3
2022-08-28,8,0
2022-09-04,8,3
2022-09-11,10,0
2022-09-18,8,3
2022-09-25,8,0
2022-10-02,11,0
2022-10-09,9,0
2022-10-16,9,5
2022-10-23,14,3
2022-10-30,8,4
2022-11-06,14,3
2022-11-13,15,5
2022-11-20,11,3
2022-11-27,11,0
2022-12-04,13,5
2022-12-11,18,5
2022-12-18,12,6
2022-12-25,20,4
2023-01-01,16,6
2023-01-08,21,6
2023-01-15,23,7
2023-01-22,18,4
2023-01-29,21,4
2023-02-05,30,6
2023-02-12,30,9
2023-02-19,36,11
2023-02-26,37,9
2023-03-05,31,11
2023-03-12,40,8
2023-03-19,33,11
2023-03-26,64,20
2023-04-02,52,20
2023-04-09,53,15
2023-04-16,48,13
2023-04-23,48,14
2023-04-30,41,12
2023-05-07,36,10
2023-05-14,36,11
2023-05-21,31,10
2023-05-28,26,7
2023-06-04,23,6
2023-06-11,19,0
2023-06-18,19,5
2023-06-25,11,0
2023-07-02,21,5
2023-07-09,13,4
2023-07-16,11,0
2023-07-23,12,0
2023-07-30,13,4
2023-08-06,12,0
2023-08-13,11,4
2023-08-20,11,0
2023-08-27,9,0
2023-09-03,8,0
2023-09-10,8,4
2023-09-17,9,0
2023-09-24,7,0
2023-10-01,12,0
2023-10-08,8,0
2023-10-15,8,0
2023-10-22,9,0
2023-10-29,11,0
2023-11-05,10,0
2023-11-12,12,5
2023-11-19,12,0
2023-11-26,15,5
2023-12-03,11,0
2023-12-10,13,4
2023-12-17,15,4
2023-12-24,14,6
2023-12-31,25,5
2024-01-07,27,8
2024-01-14,31,10
2024-01-21,37,9
2024-01-28,46,10
2024-02-04,59,14
2024-02-11,90,20
2024-02-18,83,21
2024-02-25,100,18
2024-03-03,79,18
2024-03-10,73,15
2024-03-17,70,15
2024-03-24,68,18
2024-03-31,77,17
2024-04-07,79,18
2024-04-14,84,17
2024-04-21,91,21
2024-04-28,88,17
2024-05-05,83,21
2024-05-12,75,12
2024-05-19,55,10
2024-05-26,42,8
2024-06-02,39,7
2024-06-09,35,7
2024-06-16,29,6
