Categoria: Todas as categorias

Semana,dengue: (Alagoas),sintomas dengue: (Alagoas)
2021-03-28,5,0
2021-04-04,6,0
2021-04-11,0,0
2021-04-18,6,0
2021-04-25,7,0
2021-05-02,9,0
2021-05-09,12,0
2021-05-16,13,0
2021-05-23,18,0
2021-05-30,20,0
2021-06-06,17,4
2021-06-13,20,6
2021-06-20,14,0
2021-06-27,12,0
2021-07-04,21,5
2021-07-11,20,4
2021-07-18,21,0
2021-07-25,20,5
2021-08-01,23,5
2021-08-08,19,6
2021-08-15,22,7
2021-08-22,18,0
2021-08-29,21,5
2021-09-05,13,0
2021-09-12,11,7
2021-09-19,14,0
2021-09-26,15,0
2021-10-03,9,0
2021-10-10,8,6
2021-10-17,11,0
2021-10-24,13,0
2021-10-31,9,0
2021-11-07,12,0
2021-11-14,0,0
2021-11-21,10,0
2021-11-28,7,0
2021-12-05,8,0
2021-12-12,7,0
2021-12-19,6,0
2021-12-26,8,0
2022-01-02,14,0
2022-01-09,9,0
2022-01-16,10,0
2022-01-23,6,0
2022-01-30,6,0
2022-02-06,0,0
2022-02-13,8,0
2022-02-20,8,0
2022-02-27,6,0
2022-03-06,6,0
2022-03-13,10,0
2022-03-20,12,5
2022-03-27,17,5
2022-04-03,20,4
2022-04-10,18,5
2022-04-17,29,7
2022-04-24,46,14
2022-05-01,46,14
2022-05-08,81,22
2022-05-15,91,28
2022-05-22,93,28
2022-05-29,92,28
2022-06-05,87,27
2022-06-12,82,26
2022-06-19,100,38
2022-06-26,83,34
2022-07-03,67,26
2022-07-10,62,21
2022-07-17,61,18
2022-07-24,43,14
2022-07-31,32,11
2022-08-07,31,9
2022-08-14,30,11
2022-08-21,24,4
2022-08-28,19,6
2022-09-04,13,0
2022-09-11,15,5
2022-09-18,15,4
2022-09-25,12,8
2022-10-02,9,0
2022-10-09,9,0
2022-10-16,11,5
2022-10-23,9,0
2022-10-30,8,0
2022-11-06,8,0
2022-11-13,8,0
2022-11-20,8,0
2022-11-27,10,5
2022-12-04,5,0
2022-12-11,8,0
2022-12-18,6,0
2022-12-25,7,0
2023-01-01,9,0
2023-01-08,5,0
2023-01-15,9,0
2023-01-22,5,4
2023-01-29,4,0
2023-02-05,5,0
2023-02-12,8,0
2023-02-19,6,0
2023-02-26,9,0
2023-03-05,7,0
2023-03-12,7,0
2023-03-19,14,4
2023-03-26,11,4
2023-04-02,14,0
2023-04-09,13,5
2023-04-16,11,0
2023-04-23,9,4
2023-04-30,14,5
2023-05-07,10,6
2023-05-14,13,0
2023-05-21,11,0
2023-05-28,18,4
2023-06-04,9,0
2023-06-11,12,0
2023-06-18,8,4
2023-06-25,8,0
2023-07-02,15,4
2023-07-09,13,0
2023-07-16,11,5
2023-07-23,11,4
2023-07-30,8,0
2023-08-06,8,0
2023-08-13,9,0
2023-08-20,4,0
2023-08-27,8,0
2023-09-03,7,0
2023-09-10,8,0
2023-09-17,7,0
2023-09-24,9,0
2023-10-01,5,0
2023-10-08,8,0
2023-10-15,10,0
2023-10-22,5,0
2023-10-29,7,0
2023-11-05,9,0
2023-11-12,6,0
2023-11-19,6,0
2023-11-26,4,0
2023-12-03,7,0
2023-12-10,6,0
2023-12-17,6,0
2023-12-24,7,0
2023-12-31,8,0
2024-01-07,7,0
2024-01-14,6,0
2024-01-21,10,0
2024-01-28,20,6
2024-02-04,21,0
2024-02-11,32,12
2024-02-18,86,19
2024-02-25,81,17
2024-03-03,81,19
2024-03-10,98,18
2024-03-17,88,14
2024-03-24,54,19
2024-03-31,60,13
2024-04-07,65,14
2024-04-14,63,15
2024-04-21,67,15
2024-04-28,54,13
2024-05-05,49,12
2024-05-12,50,13
2024-05-19,44,10
2024-05-26,40,11
2024-06-02,37,8
2024-06-09,64,15
2024-06-16,44,14
