Categoria: Todas as categorias

Semana,dengue: (Mato Grosso do Sul),sintomas dengue: (Mato Grosso do Sul)
2022-02-13,13,0
2022-02-20,10,0
2022-02-27,12,5
2022-03-06,13,3
2022-03-13,22,5
2022-03-20,20,6
2022-03-27,22,6
2022-04-03,31,6
2022-04-10,32,7
2022-04-17,42,11
2022-04-24,57,14
2022-05-01,51,13
2022-05-08,60,15
2022-05-15,34,8
2022-05-22,47,13
2022-05-29,33,10
2022-06-05,36,9
2022-06-12,29,8
2022-06-19,27,7
2022-06-26,28,9
2022-07-03,22,7
2022-07-10,24,6
2022-07-17,17,7
2022-07-24,14,3
2022-07-31,13,5
2022-08-07,13,5
2022-08-14,11,5
2022-08-21,12,5
2022-08-28,10,3
2022-09-04,11,3
2022-09-11,13,0
2022-09-18,10,0
2022-09-25,10,0
2022-10-02,8,0
2022-10-09,12,4
2022-10-16,14,3
2022-10-23,17,6
2022-10-30,11,4
2022-11-06,17,6
2022-11-13,17,4
2022-11-20,19,5
2022-11-27,20,7
2022-12-04,18,8
2022-12-11,19,6
2022-12-18,23,4
2022-12-25,23,7
2023-01-01,21,7
2023-01-08,27,9
2023-01-15,20,6
2023-01-22,26,7
2023-01-29,30,9
2023-02-05,34,8
2023-02-12,48,12
2023-02-19,46,13
2023-02-26,50,13
2023-03-05,58,14
2023-03-12,62,18
2023-03-19,78,18
2023-03-26,93,27
2023-04-02,83,21
2023-04-09,91,27
2023-04-16,85,26
2023-04-23,90,17
2023-04-30,71,19
2023-05-07,69,16
2023-05-14,54,10
2023-05-21,53,14
2023-05-28,37,9
2023-06-04,24,5
2023-06-11,22,7
2023-06-18,22,4
2023-06-25,14,5
2023-07-02,23,0
2023-07-09,16,0
2023-07-16,12,0
2023-07-23,13,4
2023-07-30,9,0
2023-08-06,7,0
2023-08-13,12,0
2023-08-20,7,0
2023-08-27,10,0
2023-09-03,9,0
2023-09-10,11,0
2023-09-17,11,0
2023-09-24,8,0
2023-10-01,12,4
2023-10-08,8,0
2023-10-15,16,4
2023-10-22,9,4
2023-10-29,10,4
2023-11-05,11,0
2023-11-12,12,0
2023-11-19,11,0
2023-11-26,12,0
2023-12-03,10,3
2023-12-10,15,0
2023-12-17,13,0
2023-12-24,10,0
2023-12-31,19,0
2024-01-07,18,5
2024-01-14,21,6
2024-01-21,29,7
2024-01-28,37,8
2024-02-04,47,8
2024-02-11,69,13
2024-02-18,80,16
2024-02-25,78,13
2024-03-03,71,13
2024-03-10,70,17
2024-03-17,70,9
2024-03-24,56,13
2024-03-31,75,15
2024-04-07,81,10
2024-04-14,64,12
2024-04-21,74,19
2024-04-28,63,14
2024-05-05,57,7
2024-05-12,47,11
2024-05-19,38,8
2024-05-26,21,0
2024-06-02,23,4
2024-06-09,22,4
2024-06-16,20,4
