Categoria: Todas as categorias

Semana,dengue: (Paraíba),sintomas dengue: (Paraíba)
2023-09-10,5,0
2023-09-17,6,0
2023-09-24,8,0
2023-10-01,6,0
2023-10-08,3,0
2023-10-15,5,0
2023-10-22,4,0
2023-10-29,5,0
2023-11-05,6,0
2023-11-12,6,0
2023-11-19,6,0
2023-11-26,6,3
2023-12-03,6,0
2023-12-10,4,0
2023-12-17,5,0
2023-12-24,7,0
2023-12-31,7,0
2024-01-07,5,0
2024-01-14,8,0
2024-01-21,13,3
2024-01-28,14,5
2024-02-04,26,6
2024-02-11,58,15
2024-02-18,93,19
2024-02-25,100,19
2024-03-03,99,23
2024-03-10,83,15
2024-03-17,78,19
2024-03-24,48,11
2024-03-31,55,10
2024-04-07,64,12
2024-04-14,53,11
2024-04-21,43,9
2024-04-28,33,8
2024-05-05,30,7
2024-05-12,22,5
2024-05-19,23,4
2024-05-26,16,0
2024-06-02,18,3
2024-06-09,17,3
2024-06-16,14,3
