Categoria: Todas as categorias

Semana,dengue: (Amazonas),sintomas dengue: (Amazonas)
2023-02-26,16,4
2023-03-05,18,4
2023-03-12,15,5
2023-03-19,16,5
2023-03-26,20,4
2023-04-02,14,5
2023-04-09,17,0
2023-04-16,17,4
2023-04-23,16,4
2023-04-30,14,0
2023-05-07,17,5
2023-05-14,15,4
2023-05-21,15,0
2023-05-28,12,4
2023-06-04,10,0
2023-06-11,11,0
2023-06-18,11,0
2023-06-25,11,0
2023-07-02,12,0
2023-07-09,12,4
2023-07-16,9,4
2023-07-23,8,0
2023-07-30,8,0
2023-08-06,7,0
2023-08-13,9,0
2023-08-20,6,0
2023-08-27,7,0
2023-09-03,0,0
2023-09-10,8,0
2023-09-17,10,0
2023-09-24,8,0
2023-10-01,7,0
2023-10-08,6,0
2023-10-15,7,0
2023-10-22,6,0
2023-10-29,8,0
2023-11-05,8,0
2023-11-12,9,0
2023-11-19,10,0
2023-11-26,10,0
2023-12-03,14,0
2023-12-10,18,0
2023-12-17,27,10
2023-12-24,51,16
2023-12-31,89,27
2024-01-07,84,22
2024-01-14,88,27
2024-01-21,88,24
2024-01-28,69,16
2024-02-04,75,21
2024-02-11,76,22
2024-02-18,100,22
2024-02-25,91,12
2024-03-03,83,17
2024-03-10,67,15
2024-03-17,62,13
2024-03-24,46,8
2024-03-31,46,12
2024-04-07,37,11
2024-04-14,48,10
2024-04-21,38,8
2024-04-28,25,0
2024-05-05,20,5
2024-05-12,19,0
2024-05-19,20,0
2024-05-26,17,0
2024-06-02,16,3
2024-06-09,16,3
2024-06-16,11,3
