Categoria: Todas as categorias

Semana,dengue: (Alagoas),sintomas dengue: (Alagoas)
2025-04-13,11,0
2025-04-20,12,0
2025-04-27,14,4
2025-05-04,14,4
2025-05-11,13,0
2025-05-18,16,5
2025-05-25,16,0
2025-06-01,16,4
2025-06-08,15,0
2025-06-15,14,4
2025-06-22,16,0
2025-06-29,18,7
2025-07-06,25,7
2025-07-13,21,5
2025-07-20,21,4
