Categoria: Todas as categorias

Semana,dengue: (Acre),sintomas dengue: (Acre)
2021-08-08,0,0
2021-08-15,0,0
2021-08-22,7,0
2021-08-29,0,0
2021-09-05,0,0
2021-09-12,0,0
2021-09-19,6,0
2021-09-26,0,0
2021-10-03,0,0
2021-10-10,8,0
2021-10-17,0,0
2021-10-24,0,0
2021-10-31,0,0
2021-11-07,0,0
2021-11-14,0,0
2021-11-21,0,0
2021-11-28,8,0
2021-12-05,6,0
2021-12-12,10,0
2021-12-19,0,0
2021-12-26,10,0
2022-01-02,9,0
2022-01-09,15,0
2022-01-16,15,0
2022-01-23,16,0
2022-01-30,11,9
2022-02-06,7,0
2022-02-13,9,0
2022-02-20,9,0
2022-02-27,8,0
2022-03-06,7,0
2022-03-13,10,0
2022-03-20,9,0
2022-03-27,10,0
2022-04-03,6,0
2022-04-10,8,0
2022-04-17,4,0
2022-04-24,8,0
2022-05-01,10,0
2022-05-08,8,0
2022-05-15,5,0
2022-05-22,8,0
2022-05-29,5,0
2022-06-05,6,0
2022-06-12,6,0
2022-06-19,5,0
2022-06-26,7,0
2022-07-03,4,0
2022-07-10,5,0
2022-07-17,5,0
2022-07-24,4,0
2022-07-31,6,0
2022-08-07,6,0
2022-08-14,4,0
2022-08-21,0,0
2022-08-28,6,0
2022-09-04,0,0
2022-09-11,5,0
2022-09-18,5,0
2022-09-25,0,0
2022-10-02,5,0
2022-10-09,0,5
2022-10-16,6,0
2022-10-23,5,0
2022-10-30,4,0
2022-11-06,7,0
2022-11-13,8,0
2022-11-20,0,0
2022-11-27,5,0
2022-12-04,7,0
2022-12-11,4,0
2022-12-18,7,0
2022-12-25,0,0
2023-01-01,9,0
2023-01-08,7,0
2023-01-15,8,0
2023-01-22,6,0
2023-01-29,14,5
2023-02-05,13,0
2023-02-12,19,0
2023-02-19,12,5
2023-02-26,15,6
2023-03-05,15,5
2023-03-12,18,5
2023-03-19,11,0
2023-03-26,18,5
2023-04-02,22,6
2023-04-09,22,5
2023-04-16,22,8
2023-04-23,18,10
2023-04-30,13,0
2023-05-07,14,0
2023-05-14,15,0
2023-05-21,10,0
2023-05-28,9,0
2023-06-04,7,0
2023-06-11,0,0
2023-06-18,7,0
2023-06-25,5,0
2023-07-02,10,0
2023-07-09,7,0
2023-07-16,5,0
2023-07-23,5,0
2023-07-30,5,0
2023-08-06,0,0
2023-08-13,6,0
2023-08-20,8,0
2023-08-27,6,0
2023-09-03,0,0
2023-09-10,0,0
2023-09-17,0,0
2023-09-24,0,0
2023-10-01,5,0
2023-10-08,7,0
2023-10-15,7,0
2023-10-22,9,0
2023-10-29,10,0
2023-11-05,14,4
2023-11-12,12,0
2023-11-19,20,0
2023-11-26,27,6
2023-12-03,44,12
2023-12-10,85,18
2023-12-17,100,19
2023-12-24,95,19
2023-12-31,96,16
2024-01-07,92,15
2024-01-14,58,11
2024-01-21,46,8
2024-01-28,29,7
2024-02-04,30,0
2024-02-11,34,0
2024-02-18,28,6
2024-02-25,19,0
2024-03-03,22,0
2024-03-10,21,0
2024-03-17,18,0
2024-03-24,16,0
2024-03-31,13,0
2024-04-07,20,0
2024-04-14,20,0
2024-04-21,19,0
2024-04-28,12,0
2024-05-05,9,0
2024-05-12,10,0
2024-05-19,6,0
2024-05-26,0,0
2024-06-02,8,0
2024-06-09,9,0
2024-06-16,0,0
2024-06-23,6,0
2024-06-30,5,0
2024-07-07,0,0
2024-07-14,0,0
2024-07-21,2,0
2024-07-28,4,1
2024-08-04,5,1
