Categoria: Todas as categorias

Semana,dengue: (Acre),sintomas dengue: (Acre)
2021-04-11,13,0
2021-04-18,18,0
2021-04-25,9,0
2021-05-02,0,0
2021-05-09,8,0
2021-05-16,10,0
2021-05-23,0,0
2021-05-30,0,0
2021-06-06,8,0
2021-06-13,6,0
2021-06-20,5,0
2021-06-27,0,0
2021-07-04,5,0
2021-07-11,0,0
2021-07-18,0,0
2021-07-25,0,0
2021-08-01,0,0
2021-08-08,0,0
2021-08-15,0,0
2021-08-22,0,6
2021-08-29,0,0
2021-09-05,0,0
2021-09-12,0,0
2021-09-19,0,0
2021-09-26,0,0
2021-10-03,0,0
2021-10-10,0,0
2021-10-17,0,0
2021-10-24,0,0
2021-10-31,0,0
2021-11-07,6,0
2021-11-14,0,0
2021-11-21,0,0
2021-11-28,8,0
2021-12-05,0,0
2021-12-12,13,7
2021-12-19,9,0
2021-12-26,12,0
2022-01-02,8,0
2022-01-09,11,0
2022-01-16,15,0
2022-01-23,16,0
2022-01-30,11,0
2022-02-06,7,0
2022-02-13,9,0
2022-02-20,7,0
2022-02-27,8,0
2022-03-06,8,0
2022-03-13,10,0
2022-03-20,9,0
2022-03-27,8,0
2022-04-03,6,0
2022-04-10,7,0
2022-04-17,7,0
2022-04-24,7,0
2022-05-01,10,0
2022-05-08,8,0
2022-05-15,0,0
2022-05-22,7,0
2022-05-29,6,0
2022-06-05,4,0
2022-06-12,0,0
2022-06-19,6,0
2022-06-26,7,0
2022-07-03,5,0
2022-07-10,6,0
2022-07-17,0,0
2022-07-24,0,0
2022-07-31,8,0
2022-08-07,7,0
2022-08-14,0,0
2022-08-21,4,0
2022-08-28,4,0
2022-09-04,4,6
2022-09-11,5,0
2022-09-18,5,0
2022-09-25,0,0
2022-10-02,6,0
2022-10-09,0,0
2022-10-16,5,0
2022-10-23,7,0
2022-10-30,6,0
2022-11-06,5,0
2022-11-13,7,4
2022-11-20,7,0
2022-11-27,6,0
2022-12-04,7,0
2022-12-11,5,0
2022-12-18,7,0
2022-12-25,6,0
2023-01-01,11,0
2023-01-08,7,0
2023-01-15,6,0
2023-01-22,7,0
2023-01-29,13,0
2023-02-05,17,0
2023-02-12,20,0
2023-02-19,13,5
2023-02-26,14,6
2023-03-05,17,0
2023-03-12,16,6
2023-03-19,14,0
2023-03-26,17,6
2023-04-02,21,6
2023-04-09,19,8
2023-04-16,22,8
2023-04-23,19,4
2023-04-30,13,0
2023-05-07,16,0
2023-05-14,16,0
2023-05-21,9,0
2023-05-28,8,0
2023-06-04,7,0
2023-06-11,0,0
2023-06-18,7,0
2023-06-25,4,0
2023-07-02,11,0
2023-07-09,7,0
2023-07-16,5,0
2023-07-23,0,0
2023-07-30,0,0
2023-08-06,5,0
2023-08-13,5,0
2023-08-20,7,0
2023-08-27,6,0
2023-09-03,0,0
2023-09-10,6,0
2023-09-17,5,0
2023-09-24,0,0
2023-10-01,5,0
2023-10-08,7,0
2023-10-15,8,0
2023-10-22,6,0
2023-10-29,9,6
2023-11-05,15,0
2023-11-12,15,0
2023-11-19,20,6
2023-11-26,28,8
2023-12-03,43,12
2023-12-10,85,19
2023-12-17,100,18
2023-12-24,96,19
2023-12-31,97,19
2024-01-07,94,16
2024-01-14,60,10
2024-01-21,48,7
2024-01-28,32,6
2024-02-04,27,0
2024-02-11,35,0
2024-02-18,31,9
2024-02-25,18,0
2024-03-03,20,0
2024-03-10,19,0
2024-03-17,20,0
2024-03-24,16,0
2024-03-31,16,0
2024-04-07,18,0
2024-04-14,21,0
2024-04-21,21,0
2024-04-28,14,0
2024-05-05,10,0
2024-05-12,10,0
2024-05-19,9,0
2024-05-26,8,0
2024-06-02,9,0
2024-06-09,9,0
2024-06-16,7,0
2024-06-23,6,0
2024-06-30,7,0
2024-07-07,0,0
2024-07-14,0,0
2024-07-21,9,0
2024-07-28,<1,0
2024-08-04,5,1
2024-08-11,6,1
