Categoria: Todas as categorias

Semana,dengue: (Tocantins),sintomas dengue: (Tocantins)
2022-07-03,13,6
2022-07-10,14,7
2022-07-17,10,0
2022-07-24,10,0
2022-07-31,7,0
2022-08-07,11,0
2022-08-14,6,0
2022-08-21,9,0
2022-08-28,7,0
2022-09-04,5,0
2022-09-11,6,0
2022-09-18,8,0
2022-09-25,7,0
2022-10-02,0,0
2022-10-09,5,0
2022-10-16,9,0
2022-10-23,7,0
2022-10-30,7,0
2022-11-06,10,0
2022-11-13,9,0
2022-11-20,12,3
2022-11-27,12,0
2022-12-04,11,4
2022-12-11,10,5
2022-12-18,9,4
2022-12-25,9,5
2023-01-01,15,4
2023-01-08,10,4
2023-01-15,13,4
2023-01-22,17,0
2023-01-29,14,6
2023-02-05,13,0
2023-02-12,14,0
2023-02-19,18,0
2023-02-26,16,0
2023-03-05,18,5
2023-03-12,19,4
2023-03-19,27,8
2023-03-26,25,7
2023-04-02,25,6
2023-04-09,29,6
2023-04-16,25,6
2023-04-23,27,9
2023-04-30,26,5
2023-05-07,21,4
2023-05-14,22,5
2023-05-21,20,4
2023-05-28,17,4
2023-06-04,12,0
2023-06-11,11,0
2023-06-18,12,0
2023-06-25,8,0
2023-07-02,7,0
2023-07-09,7,0
2023-07-16,5,0
2023-07-23,0,0
2023-07-30,5,0
2023-08-06,5,0
2023-08-13,9,0
2023-08-20,6,0
2023-08-27,6,0
2023-09-03,6,0
2023-09-10,5,0
2023-09-17,7,0
2023-09-24,5,0
2023-10-01,4,0
2023-10-08,5,0
2023-10-15,6,0
2023-10-22,6,0
2023-10-29,5,0
2023-11-05,6,0
2023-11-12,7,0
2023-11-19,7,0
2023-11-26,6,0
2023-12-03,8,4
2023-12-10,10,0
2023-12-17,5,0
2023-12-24,7,0
2023-12-31,6,0
2024-01-07,10,0
2024-01-14,8,0
2024-01-21,17,6
2024-01-28,23,6
2024-02-04,37,8
2024-02-11,45,10
2024-02-18,52,10
2024-02-25,57,9
2024-03-03,55,11
2024-03-10,45,8
2024-03-17,50,9
2024-03-24,33,6
2024-03-31,43,9
2024-04-07,42,7
2024-04-14,47,14
2024-04-21,37,0
2024-04-28,35,7
2024-05-05,33,4
2024-05-12,24,5
2024-05-19,22,0
2024-05-26,13,0
2024-06-02,18,0
2024-06-09,13,0
2024-06-16,10,0
2024-06-23,11,0
2024-06-30,7,0
2024-07-07,6,0
2024-07-14,7,0
2024-07-21,8,0
2024-07-28,8,0
2024-08-04,8,0
2024-08-11,8,0
2024-08-18,2,<1
2024-08-25,5,1
2024-09-01,6,0
