Categoria: Todas as categorias

Semana,dengue: (Amazonas),sintomas dengue: (Amazonas)
2024-05-26,17,0
2024-06-02,19,5
2024-06-09,21,4
2024-06-16,17,4
2024-06-23,14,0
2024-06-30,10,0
2024-07-07,12,0
2024-07-14,12,0
2024-07-21,11,0
2024-07-28,11,0
2024-08-04,9,0
2024-08-11,11,0
2024-08-18,10,0
2024-08-25,7,0
2024-09-01,2,<1
2024-09-08,9,1
2024-09-15,8,1
