Categoria: Todas as categorias

Semana,dengue: (Alagoas),sintomas dengue: (Alagoas)
2021-11-14,13,0
2021-11-21,11,4
2021-11-28,8,0
2021-12-05,10,0
2021-12-12,8,0
2021-12-19,7,0
2021-12-26,7,0
2022-01-02,10,4
2022-01-09,8,0
2022-01-16,11,5
2022-01-23,6,0
2022-01-30,9,0
2022-02-06,8,0
2022-02-13,8,0
2022-02-20,9,3
2022-02-27,6,0
2022-03-06,8,0
2022-03-13,10,0
2022-03-20,12,3
2022-03-27,18,5
2022-04-03,21,5
2022-04-10,19,7
2022-04-17,27,8
2022-04-24,49,15
2022-05-01,56,17
2022-05-08,80,24
2022-05-15,97,32
2022-05-22,95,29
2022-05-29,98,28
2022-06-05,88,28
2022-06-12,84,31
2022-06-19,97,37
2022-06-26,90,36
2022-07-03,75,28
2022-07-10,66,20
2022-07-17,61,18
2022-07-24,47,14
2022-07-31,34,10
2022-08-07,33,10
2022-08-14,29,10
2022-08-21,22,5
2022-08-28,18,6
2022-09-04,13,3
2022-09-11,17,4
2022-09-18,17,4
2022-09-25,10,3
2022-10-02,9,2
2022-10-09,7,0
2022-10-16,11,0
2022-10-23,11,3
2022-10-30,8,0
2022-11-06,8,2
2022-11-13,7,0
2022-11-20,10,3
2022-11-27,9,3
2022-12-04,5,0
2022-12-11,11,3
2022-12-18,7,0
2022-12-25,7,3
2023-01-01,9,0
2023-01-08,6,0
2023-01-15,7,0
2023-01-22,6,0
2023-01-29,4,0
2023-02-05,7,0
2023-02-12,10,0
2023-02-19,7,3
2023-02-26,11,3
2023-03-05,9,3
2023-03-12,8,0
2023-03-19,13,3
2023-03-26,16,6
2023-04-02,12,4
2023-04-09,15,4
2023-04-16,11,4
2023-04-23,13,4
2023-04-30,14,3
2023-05-07,13,4
2023-05-14,14,4
2023-05-21,15,5
2023-05-28,16,5
2023-06-04,11,3
2023-06-11,13,4
2023-06-18,9,4
2023-06-25,10,0
2023-07-02,16,3
2023-07-09,14,0
2023-07-16,13,3
2023-07-23,10,0
2023-07-30,8,3
2023-08-06,9,0
2023-08-13,7,0
2023-08-20,7,0
2023-08-27,8,0
2023-09-03,9,3
2023-09-10,10,0
2023-09-17,10,0
2023-09-24,8,0
2023-10-01,6,0
2023-10-08,8,0
2023-10-15,8,0
2023-10-22,6,0
2023-10-29,8,0
2023-11-05,6,0
2023-11-12,6,0
2023-11-19,8,3
2023-11-26,8,0
2023-12-03,9,0
2023-12-10,7,0
2023-12-17,5,0
2023-12-24,5,0
2023-12-31,9,0
2024-01-07,6,0
2024-01-14,7,0
2024-01-21,12,0
2024-01-28,22,5
2024-02-04,28,4
2024-02-11,41,13
2024-02-18,85,21
2024-02-25,94,18
2024-03-03,89,23
2024-03-10,98,23
2024-03-17,100,20
2024-03-24,59,22
2024-03-31,68,15
2024-04-07,72,19
2024-04-14,65,13
2024-04-21,69,16
2024-04-28,60,15
2024-05-05,49,13
2024-05-12,54,15
2024-05-19,53,12
2024-05-26,43,10
2024-06-02,43,10
2024-06-09,67,16
2024-06-16,50,13
2024-06-23,50,11
2024-06-30,43,9
2024-07-07,36,6
2024-07-14,36,7
2024-07-21,37,8
2024-07-28,28,5
2024-08-04,27,3
2024-08-11,22,4
2024-08-18,21,5
2024-08-25,16,5
2024-09-01,18,1
2024-09-08,15,3
2024-09-15,13,3
