Categoria: Todas as categorias

Semana,dengue: (Alagoas),sintomas dengue: (Alagoas)
2023-02-19,7,4
2023-02-26,10,3
2023-03-05,8,0
2023-03-12,7,0
2023-03-19,13,0
2023-03-26,17,6
2023-04-02,14,3
2023-04-09,14,4
2023-04-16,13,4
2023-04-23,13,4
2023-04-30,14,4
2023-05-07,13,5
2023-05-14,15,3
2023-05-21,17,2
2023-05-28,16,3
2023-06-04,12,3
2023-06-11,13,4
2023-06-18,10,4
2023-06-25,8,2
2023-07-02,17,4
2023-07-09,14,3
2023-07-16,14,4
2023-07-23,10,3
2023-07-30,8,3
2023-08-06,10,0
2023-08-13,8,0
2023-08-20,7,0
2023-08-27,9,0
2023-09-03,9,0
2023-09-10,9,0
2023-09-17,8,0
2023-09-24,8,0
2023-10-01,8,0
2023-10-08,6,0
2023-10-15,8,0
2023-10-22,6,0
2023-10-29,7,0
2023-11-05,5,0
2023-11-12,5,0
2023-11-19,7,0
2023-11-26,8,0
2023-12-03,10,0
2023-12-10,7,0
2023-12-17,6,0
2023-12-24,5,0
2023-12-31,8,0
2024-01-07,6,0
2024-01-14,7,0
2024-01-21,10,0
2024-01-28,21,5
2024-02-04,27,5
2024-02-11,43,13
2024-02-18,83,21
2024-02-25,93,19
2024-03-03,87,21
2024-03-10,98,23
2024-03-17,100,20
2024-03-24,59,19
2024-03-31,68,14
2024-04-07,73,17
2024-04-14,63,15
2024-04-21,69,16
2024-04-28,60,15
2024-05-05,52,12
2024-05-12,54,12
2024-05-19,52,13
2024-05-26,40,9
2024-06-02,44,10
2024-06-09,64,17
2024-06-16,49,13
2024-06-23,53,13
2024-06-30,44,10
2024-07-07,37,6
2024-07-14,34,7
2024-07-21,38,9
2024-07-28,26,6
2024-08-04,27,3
2024-08-11,21,7
2024-08-18,20,5
2024-08-25,18,0
2024-09-01,16,5
2024-09-08,15,3
2024-09-15,11,0
2024-09-22,14,3
2024-09-29,8,0
2024-10-06,10,0
2024-10-13,10,0
2024-10-20,12,0
2024-10-27,10,0
2024-11-03,12,0
2024-11-10,9,0
2024-11-17,10,0
2024-11-24,9,0
2024-12-01,5,0
