Categoria: Todas as categorias

Semana,dengue: (Alagoas),sintomas dengue: (Alagoas)
2023-09-10,10,0
2023-09-17,9,0
2023-09-24,6,0
2023-10-01,7,0
2023-10-08,8,0
2023-10-15,8,0
2023-10-22,6,0
2023-10-29,8,0
2023-11-05,7,0
2023-11-12,6,0
2023-11-19,6,0
2023-11-26,6,0
2023-12-03,8,0
2023-12-10,7,0
2023-12-17,6,0
2023-12-24,5,0
2023-12-31,8,0
2024-01-07,7,0
2024-01-14,8,0
2024-01-21,10,0
2024-01-28,22,6
2024-02-04,28,5
2024-02-11,42,13
2024-02-18,85,22
2024-02-25,94,19
2024-03-03,89,22
2024-03-10,97,23
2024-03-17,100,21
2024-03-24,57,19
2024-03-31,70,15
2024-04-07,72,17
2024-04-14,62,14
2024-04-21,69,16
2024-04-28,61,16
2024-05-05,54,13
2024-05-12,56,13
2024-05-19,52,12
2024-05-26,40,10
2024-06-02,46,9
2024-06-09,69,16
2024-06-16,51,14
2024-06-23,53,13
2024-06-30,42,8
2024-07-07,34,6
2024-07-14,36,6
2024-07-21,39,10
2024-07-28,27,6
2024-08-04,27,0
2024-08-11,21,7
2024-08-18,20,6
2024-08-25,18,5
2024-09-01,18,5
2024-09-08,14,3
2024-09-15,11,0
2024-09-22,14,4
2024-09-29,8,0
2024-10-06,11,0
2024-10-13,12,0
2024-10-20,13,0
2024-10-27,10,0
2024-11-03,12,0
2024-11-10,9,0
2024-11-17,10,0
2024-11-24,9,0
2024-12-01,8,0
2024-12-08,8,0
2024-12-15,5,0
2024-12-22,5,0
2024-12-29,7,0
2025-01-05,7,0
2025-01-12,10,0
2025-01-19,7,0
2025-01-26,7,0
2025-02-02,10,0
2025-02-09,15,0
2025-02-16,14,0
2025-02-23,13,0
2025-03-02,10,0
2025-03-09,18,0
2025-03-16,15,0
2025-03-23,16,3
2025-03-30,14,0
2025-04-06,17,3
2025-04-13,12,0
2025-04-20,11,0
2025-04-27,14,0
2025-05-04,13,0
2025-05-11,15,0
2025-05-18,16,4
2025-05-25,16,0
2025-06-01,15,4
2025-06-08,16,3
2025-06-15,15,5
2025-06-22,15,0
2025-06-29,18,7
2025-07-06,24,6
2025-07-13,23,5
2025-07-20,22,5
2025-07-27,21,3
2025-08-03,21,4
