Categoria: Todas as categorias

Semana,dengue: (Mato Grosso),sintomas dengue: (Mato Grosso)
2022-01-02,45,15
2022-01-09,42,14
2022-01-16,48,16
2022-01-23,52,12
2022-01-30,38,8
2022-02-06,34,9
2022-02-13,34,7
2022-02-20,33,7
2022-02-27,34,7
2022-03-06,31,7
2022-03-13,36,10
2022-03-20,40,9
2022-03-27,38,8
2022-04-03,45,11
2022-04-10,40,9
2022-04-17,48,12
2022-04-24,46,12
2022-05-01,37,8
2022-05-08,40,10
2022-05-15,32,9
2022-05-22,31,8
2022-05-29,26,8
2022-06-05,26,9
2022-06-12,23,8
2022-06-19,26,9
2022-06-26,30,8
2022-07-03,20,8
2022-07-10,22,6
2022-07-17,15,5
2022-07-24,14,4
2022-07-31,12,3
2022-08-07,8,0
2022-08-14,8,2
2022-08-21,11,4
2022-08-28,11,4
2022-09-04,11,3
2022-09-11,10,2
2022-09-18,9,3
2022-09-25,10,3
2022-10-02,11,4
2022-10-09,9,2
2022-10-16,11,4
2022-10-23,14,3
2022-10-30,10,3
2022-11-06,14,3
2022-11-13,17,5
2022-11-20,13,0
2022-11-27,14,2
2022-12-04,15,6
2022-12-11,24,7
2022-12-18,16,4
2022-12-25,24,8
2023-01-01,21,7
2023-01-08,23,7
2023-01-15,25,7
2023-01-22,24,6
2023-01-29,28,7
2023-02-05,31,7
2023-02-12,32,9
2023-02-19,39,11
2023-02-26,44,13
2023-03-05,35,10
2023-03-12,42,11
2023-03-19,44,12
2023-03-26,69,21
2023-04-02,58,21
2023-04-09,55,17
2023-04-16,54,15
2023-04-23,49,15
2023-04-30,45,12
2023-05-07,36,9
2023-05-14,37,11
2023-05-21,36,10
2023-05-28,31,8
2023-06-04,24,7
2023-06-11,20,4
2023-06-18,20,4
2023-06-25,15,3
2023-07-02,21,4
2023-07-09,15,3
2023-07-16,12,0
2023-07-23,10,0
2023-07-30,14,5
2023-08-06,12,0
2023-08-13,12,4
2023-08-20,16,0
2023-08-27,11,4
2023-09-03,11,0
2023-09-10,12,2
2023-09-17,9,3
2023-09-24,10,2
2023-10-01,15,4
2023-10-08,8,0
2023-10-15,9,4
2023-10-22,10,3
2023-10-29,12,3
2023-11-05,12,0
2023-11-12,13,3
2023-11-19,12,3
2023-11-26,14,4
2023-12-03,14,2
2023-12-10,14,4
2023-12-17,17,5
2023-12-24,19,6
2023-12-31,23,5
2024-01-07,29,8
2024-01-14,33,8
2024-01-21,41,10
2024-01-28,52,9
2024-02-04,64,16
2024-02-11,95,22
2024-02-18,96,25
2024-02-25,100,18
2024-03-03,82,15
2024-03-10,80,16
2024-03-17,80,16
2024-03-24,70,16
2024-03-31,83,21
2024-04-07,90,20
2024-04-14,93,19
2024-04-21,99,23
2024-04-28,98,20
2024-05-05,90,20
2024-05-12,76,14
2024-05-19,64,11
2024-05-26,48,9
2024-06-02,42,9
2024-06-09,41,8
2024-06-16,35,5
2024-06-23,31,5
2024-06-30,27,7
2024-07-07,22,3
2024-07-14,19,4
2024-07-21,18,3
