Categoria: Todas as categorias

Semana,dengue: (Rondônia),sintomas dengue: (Rondônia)
2021-09-05,6,0
2021-09-12,0,0
2021-09-19,0,0
2021-09-26,7,0
2021-10-03,0,0
2021-10-10,8,0
2021-10-17,7,0
2021-10-24,8,0
2021-10-31,6,0
2021-11-07,8,0
2021-11-14,10,0
2021-11-21,14,0
2021-11-28,11,0
2021-12-05,10,0
2021-12-12,13,0
2021-12-19,15,0
2021-12-26,15,6
2022-01-02,25,12
2022-01-09,26,9
2022-01-16,30,10
2022-01-23,29,8
2022-01-30,30,10
2022-02-06,29,9
2022-02-13,26,8
2022-02-20,27,6
2022-02-27,27,9
2022-03-06,29,7
2022-03-13,30,4
2022-03-20,39,6
2022-03-27,43,7
2022-04-03,35,9
2022-04-10,40,10
2022-04-17,34,8
2022-04-24,39,8
2022-05-01,33,7
2022-05-08,36,9
2022-05-15,33,11
2022-05-22,32,8
2022-05-29,30,6
2022-06-05,28,6
2022-06-12,27,14
2022-06-19,25,7
2022-06-26,27,11
2022-07-03,19,7
2022-07-10,19,5
2022-07-17,15,7
2022-07-24,14,6
2022-07-31,11,0
2022-08-07,12,4
2022-08-14,11,4
2022-08-21,11,0
2022-08-28,11,0
2022-09-04,9,0
2022-09-11,11,0
2022-09-18,7,4
2022-09-25,8,0
2022-10-02,8,3
2022-10-09,10,4
2022-10-16,14,0
2022-10-23,13,0
2022-10-30,17,0
2022-11-06,13,0
2022-11-13,23,0
2022-11-20,23,4
2022-11-27,27,9
2022-12-04,24,8
2022-12-11,33,10
2022-12-18,39,16
2022-12-25,44,13
2023-01-01,45,15
2023-01-08,47,14
2023-01-15,56,16
2023-01-22,46,13
2023-01-29,45,14
2023-02-05,44,11
2023-02-12,56,14
2023-02-19,43,10
2023-02-26,53,16
2023-03-05,51,15
2023-03-12,52,12
2023-03-19,44,12
2023-03-26,46,11
2023-04-02,38,11
2023-04-09,29,8
2023-04-16,32,7
2023-04-23,24,4
2023-04-30,25,7
2023-05-07,21,6
2023-05-14,19,8
2023-05-21,18,5
2023-05-28,17,5
2023-06-04,12,4
2023-06-11,13,0
2023-06-18,10,0
2023-06-25,8,0
2023-07-02,12,0
2023-07-09,6,0
2023-07-16,6,0
2023-07-23,6,0
2023-07-30,0,0
2023-08-06,7,0
2023-08-13,5,0
2023-08-20,7,0
2023-08-27,8,0
2023-09-03,6,0
2023-09-10,7,0
2023-09-17,7,0
2023-09-24,8,0
2023-10-01,5,0
2023-10-08,9,0
2023-10-15,9,0
2023-10-22,11,0
2023-10-29,8,0
2023-11-05,8,4
2023-11-12,9,0
2023-11-19,6,0
2023-11-26,10,0
2023-12-03,11,0
2023-12-10,10,0
2023-12-17,15,0
2023-12-24,15,7
2023-12-31,20,7
2024-01-07,26,6
2024-01-14,27,8
2024-01-21,30,10
2024-01-28,46,9
2024-02-04,71,20
2024-02-11,94,18
2024-02-18,97,17
2024-02-25,100,25
2024-03-03,80,15
2024-03-10,85,17
2024-03-17,70,11
2024-03-24,53,8
2024-03-31,55,11
2024-04-07,45,10
2024-04-14,46,9
2024-04-21,38,6
2024-04-28,38,8
2024-05-05,26,0
2024-05-12,19,5
2024-05-19,16,0
2024-05-26,16,0
2024-06-02,14,0
2024-06-09,9,5
2024-06-16,12,0
2024-06-23,8,5
2024-06-30,12,0
2024-07-07,7,1
2024-07-14,8,1
2024-07-21,7,1
