Categoria: Todas as categorias

Semana,dengue: (Amazonas),sintomas dengue: (Amazonas)
2021-09-05,6,0
2021-09-12,9,0
2021-09-19,9,0
2021-09-26,11,0
2021-10-03,5,0
2021-10-10,6,0
2021-10-17,11,0
2021-10-24,6,0
2021-10-31,6,0
2021-11-07,6,0
2021-11-14,9,0
2021-11-21,8,0
2021-11-28,7,0
2021-12-05,8,0
2021-12-12,11,0
2021-12-19,8,0
2021-12-26,4,0
2022-01-02,9,0
2022-01-09,9,0
2022-01-16,10,4
2022-01-23,9,0
2022-01-30,8,0
2022-02-06,7,0
2022-02-13,10,2
2022-02-20,12,3
2022-02-27,11,0
2022-03-06,11,3
2022-03-13,14,3
2022-03-20,20,4
2022-03-27,16,3
2022-04-03,17,0
2022-04-10,16,4
2022-04-17,15,4
2022-04-24,15,2
2022-05-01,18,3
2022-05-08,17,3
2022-05-15,19,4
2022-05-22,18,5
2022-05-29,18,5
2022-06-05,18,5
2022-06-12,19,5
2022-06-19,12,4
2022-06-26,9,3
2022-07-03,10,0
2022-07-10,7,0
2022-07-17,12,4
2022-07-24,12,0
2022-07-31,9,0
2022-08-07,9,0
2022-08-14,6,0
2022-08-21,9,0
2022-08-28,8,0
2022-09-04,7,0
2022-09-11,9,0
2022-09-18,9,3
2022-09-25,8,0
2022-10-02,7,0
2022-10-09,7,0
2022-10-16,10,4
2022-10-23,8,0
2022-10-30,8,0
2022-11-06,17,3
2022-11-13,10,0
2022-11-20,11,2
2022-11-27,14,0
2022-12-04,10,0
2022-12-11,10,4
2022-12-18,10,0
2022-12-25,10,4
2023-01-01,10,4
2023-01-08,11,4
2023-01-15,11,3
2023-01-22,9,0
2023-01-29,13,4
2023-02-05,11,3
2023-02-12,18,5
2023-02-19,17,3
2023-02-26,18,3
2023-03-05,16,4
2023-03-12,17,4
2023-03-19,19,5
2023-03-26,21,4
2023-04-02,14,3
2023-04-09,17,3
2023-04-16,15,4
2023-04-23,16,5
2023-04-30,12,5
2023-05-07,17,4
2023-05-14,16,6
2023-05-21,14,3
2023-05-28,14,3
2023-06-04,11,3
2023-06-11,11,3
2023-06-18,12,0
2023-06-25,11,3
2023-07-02,14,0
2023-07-09,12,3
2023-07-16,9,3
2023-07-23,9,0
2023-07-30,8,0
2023-08-06,9,0
2023-08-13,10,3
2023-08-20,7,0
2023-08-27,9,0
2023-09-03,6,3
2023-09-10,8,0
2023-09-17,10,3
2023-09-24,8,0
2023-10-01,7,0
2023-10-08,5,0
2023-10-15,7,0
2023-10-22,6,0
2023-10-29,7,0
2023-11-05,9,0
2023-11-12,12,0
2023-11-19,10,0
2023-11-26,11,0
2023-12-03,13,0
2023-12-10,20,5
2023-12-17,27,10
2023-12-24,55,17
2023-12-31,92,32
2024-01-07,87,25
2024-01-14,89,28
2024-01-21,91,24
2024-01-28,72,17
2024-02-04,79,24
2024-02-11,84,22
2024-02-18,100,21
2024-02-25,96,21
2024-03-03,84,16
2024-03-10,72,14
2024-03-17,62,16
2024-03-24,46,8
2024-03-31,50,13
2024-04-07,41,13
2024-04-14,50,10
2024-04-21,40,8
2024-04-28,28,6
2024-05-05,23,4
2024-05-12,18,4
2024-05-19,20,3
2024-05-26,18,0
2024-06-02,21,3
2024-06-09,21,3
2024-06-16,15,3
2024-06-23,14,0
2024-06-30,11,0
2024-07-07,8,2
2024-07-14,10,2
2024-07-21,12,3
