Categoria: Todas as categorias

Semana,dengue: (Rio Grande do Norte),sintomas dengue: (Rio Grande do Norte)
2022-05-29,91,29
2022-06-05,86,27
2022-06-12,84,31
2022-06-19,70,24
2022-06-26,62,20
2022-07-03,57,20
2022-07-10,49,13
2022-07-17,42,13
2022-07-24,38,11
2022-07-31,34,11
2022-08-07,27,7
2022-08-14,27,7
2022-08-21,20,7
2022-08-28,17,4
2022-09-04,14,4
2022-09-11,11,3
2022-09-18,13,4
2022-09-25,8,3
2022-10-02,8,2
2022-10-09,8,2
2022-10-16,8,3
2022-10-23,7,0
2022-10-30,7,2
2022-11-06,6,2
2022-11-13,8,2
2022-11-20,8,0
2022-11-27,7,3
2022-12-04,6,0
2022-12-11,6,0
2022-12-18,3,0
2022-12-25,6,0
2023-01-01,4,0
2023-01-08,5,0
2023-01-15,5,0
2023-01-22,5,0
2023-01-29,6,0
2023-02-05,6,0
2023-02-12,6,0
2023-02-19,5,0
2023-02-26,10,0
2023-03-05,10,2
2023-03-12,10,2
2023-03-19,14,3
2023-03-26,20,5
2023-04-02,18,7
2023-04-09,19,5
2023-04-16,20,7
2023-04-23,20,5
2023-04-30,15,4
2023-05-07,12,3
2023-05-14,13,3
2023-05-21,12,4
2023-05-28,10,2
2023-06-04,9,2
2023-06-11,8,0
2023-06-18,10,2
2023-06-25,10,0
2023-07-02,11,0
2023-07-09,9,2
2023-07-16,9,3
2023-07-23,7,0
2023-07-30,6,0
2023-08-06,6,0
2023-08-13,6,0
2023-08-20,6,0
2023-08-27,6,0
2023-09-03,7,0
2023-09-10,5,2
2023-09-17,4,0
2023-09-24,6,0
2023-10-01,5,0
2023-10-08,5,0
2023-10-15,7,2
2023-10-22,6,0
2023-10-29,3,0
2023-11-05,7,0
2023-11-12,5,0
2023-11-19,6,0
2023-11-26,7,0
2023-12-03,4,0
2023-12-10,6,0
2023-12-17,8,0
2023-12-24,8,3
2023-12-31,6,0
2024-01-07,8,3
2024-01-14,12,3
2024-01-21,13,3
2024-01-28,19,5
2024-02-04,31,8
2024-02-11,52,17
2024-02-18,84,20
2024-02-25,87,21
2024-03-03,97,23
2024-03-10,86,19
2024-03-17,91,18
2024-03-24,62,14
2024-03-31,71,15
2024-04-07,68,11
2024-04-14,66,14
2024-04-21,61,13
2024-04-28,44,10
2024-05-05,30,9
2024-05-12,27,6
2024-05-19,25,5
2024-05-26,19,4
2024-06-02,18,3
2024-06-09,19,4
2024-06-16,16,5
2024-06-23,13,0
2024-06-30,14,0
2024-07-07,12,2
2024-07-14,15,2
2024-07-21,13,4
2024-07-28,9,0
2024-08-04,9,0
2024-08-11,8,3
2024-08-18,9,0
2024-08-25,7,0
2024-09-01,7,0
2024-09-08,8,0
2024-09-15,7,0
2024-09-22,7,0
2024-09-29,6,0
2024-10-06,6,0
2024-10-13,7,0
2024-10-20,7,0
2024-10-27,6,0
2024-11-03,7,0
2024-11-10,5,0
2024-11-17,7,0
2024-11-24,9,0
2024-12-01,5,0
2024-12-08,7,0
2024-12-15,8,0
2024-12-22,6,0
2024-12-29,6,0
2025-01-05,10,0
2025-01-12,6,0
2025-01-19,8,0
2025-01-26,12,0
2025-02-02,9,0
2025-02-09,11,0
2025-02-16,12,0
2025-02-23,10,0
2025-03-02,11,0
2025-03-09,13,<1
2025-03-16,14,2
2025-03-23,17,2
